entrezgene	ensembl	symbol	abagen symbol	pass_all	num_pass	correlation	seed	score
1	ENSG00000121410	A1BG	A1BG	1.0	10.0	0.6006032849761214	60.0	0.2611318630330962
503538	ENSG00000268895	A1BG-AS1	A1BG-AS1	1.0	4.0	0.6790230123185917	40.0	0.11809095866410291
65985	ENSG00000081760	AACS	AACS	1.0	4.0	0.6168705256406093	40.0	0.10728183054619292
51166	ENSG00000109576	AADAT	AADAT	1.0	2.0	0.6053945876328256	55.0	0.0526430076202457
195827	ENSG00000158122	PRXL2C	AAED1	1.0	3.0	0.42889196803880114	33.0	0.05594243061375667
22848	ENSG00000115977	AAK1	AAK1	0.0	0.0	0.43204105754591426	32.0	0.0
28971	ENSG00000087884	AAMDC	AAMDC	0.0	0.0	0.3579253765855877	60.0	0.0
441376	ENSG00000205002	AARD	AARD	0.0	0.0	0.5142751614341337	32.0	0.0
16	ENSG00000090861	AARS1	AARS	0.0	0.0	0.4174025014057494	32.0	0.0
57505	ENSG00000124608	AARS2	AARS2	1.0	7.0	0.7828302676805848	31.0	0.23825269016365627
10157	ENSG00000008311	AASS	AASS	1.0	3.0	0.40588806117886334	31.0	0.05294192102333
26574	ENSG00000276072	AATF	AATF	0.0	0.0	0.12826311961857348	32.0	0.0
19	ENSG00000165029	ABCA1	ABCA1	1.0	7.0	0.520310606209747	55.0	0.158355401889923
20	ENSG00000107331	ABCA2	ABCA2	1.0	2.0	0.34664624011464157	32.0	0.030143151314316656
21	ENSG00000167972	ABCA3	ABCA3	1.0	5.0	0.5785336064462061	33.0	0.12576817531439263
23461	ENSG00000154265	ABCA5	ABCA5	1.0	1.0	0.5688445187155867	59.0	0.02473237037893855
23460	ENSG00000154262	ABCA6	ABCA6	0.0	0.0	0.3685145895412456	31.0	0.0
10350	ENSG00000154258	ABCA9	ABCA9	1.0	1.0	0.36395890431295386	31.0	0.015824300187519732
23456	ENSG00000135776	ABCB10	ABCB10	1.0	2.0	0.5357183741524347	33.0	0.046584206448037804
10058	ENSG00000115657	ABCB6	ABCB6	1.0	1.0	0.49853007812310957	32.0	0.021675220787961285
22	ENSG00000131269	ABCB7	ABCB7	0.0	0.0	0.3551043575768098	32.0	0.0
23457	ENSG00000150967	ABCB9	ABCB9	0.0	0.0	0.2520382833591434	59.0	0.0
94160	ENSG00000140798	ABCC12	ABCC12	1.0	1.0	0.596284050327547	40.0	0.025925393492502044
10057	ENSG00000114770	ABCC5	ABCC5	1.0	5.0	0.6631758718370893	33.0	0.14416866779067158
6833	ENSG00000006071	ABCC8	ABCC8	1.0	1.0	0.5509610776030714	33.0	0.023954829461003104
5825	ENSG00000117528	ABCD3	ABCD3	0.0	0.0	0.41395889715413253	32.0	0.0
6059	ENSG00000164163	ABCE1	ABCE1	1.0	3.0	0.4017363569177333	53.0	0.05240039438057391
23	ENSG00000232169	ABCF1	ABCF1	1.0	3.0	0.5254420087168458	2.0	0.06853591418045814
10061	ENSG00000033050	ABCF2	ABCF2	0.0	0.0	0.42363203605766087	32.0	0.0
9619	ENSG00000160179	ABCG1	ABCG1	1.0	5.0	0.4984268884815616	53.0	0.10835367140903512
9429	ENSG00000118777	ABCG2	ABCG2	0.0	0.0	0.2192573735519384	32.0	0.0
64137	ENSG00000172350	ABCG4	ABCG4	0.0	0.0	0.3157722707854046	32.0	0.0
84696	ENSG00000143994	ABHD1	ABHD1	1.0	7.0	0.4689316099858195	33.0	0.14271831608264074
26090	ENSG00000100997	ABHD12	ABHD12	0.0	0.0	0.12713325898147926	53.0	0.0
145447	ENSG00000131969	ABHD12B	ABHD12B	0.0	0.0	0.21080690763354407	10.0	0.0
81926	ENSG00000129968	ABHD17A	ABHD17A	1.0	3.0	0.5117353595950795	32.0	0.0667480903819669
51104	ENSG00000107362	ABHD17B	ABHD17B	0.0	0.0	0.2751914741175694	44.0	0.0
58489	ENSG00000136379	ABHD17C	ABHD17C	1.0	6.0	0.6101063865766908	65.0	0.15915818780261498
171586	ENSG00000158201	ABHD3	ABHD3	1.0	2.0	0.3770652854172331	32.0	0.03278828568845505
63874	ENSG00000100439	ABHD4	ABHD4	1.0	2.0	0.49026876442858996	33.0	0.0426320664720513
57406	ENSG00000163686	ABHD6	ABHD6	1.0	1.0	0.25349780103135183	32.0	0.011021643523102254
79575	ENSG00000127220	ABHD8	ABHD8	1.0	1.0	0.6506171965195714	40.0	0.028287704196503102
10006	ENSG00000136754	ABI1	ABI1	1.0	3.0	0.7361733338364449	53.0	0.09602260876127541
10152	ENSG00000138443	ABI2	ABI2	1.0	2.0	0.7173337998985827	49.0	0.06237685216509414
84448	ENSG00000163995	ABLIM2	ABLIM2	0.0	0.0	0.5048226236290985	32.0	0.0
29	ENSG00000276016	ABR	ABR	1.0	9.0	0.7797780751157103	49.0	0.3051305511322345
58527	ENSG00000146386	ABRACL	ABRACL	1.0	2.0	0.4853083607408308	2.0	0.042200727020941804
80325	ENSG00000114626	ABTB1	ABTB1	0.0	0.0	0.4173807387349223	32.0	0.0
25841	ENSG00000166016	ABTB2	ABTB2	0.0	0.0	0.22536040757029577	40.0	0.0
10449	ENSG00000167315	ACAA2	ACAA2	1.0	6.0	0.38313568034902146	33.0	0.09994843835191863
31	ENSG00000278540	ACACA	ACACA	1.0	3.0	0.5824950784532865	55.0	0.07597761892868954
32	ENSG00000076555	ACACB	ACACB	1.0	1.0	0.4086803601856419	33.0	0.01776871131241921
27034	ENSG00000151498	ACAD8	ACAD8	1.0	2.0	0.5654074650517997	33.0	0.049165866526243454
28976	ENSG00000177646	ACAD9	ACAD9	1.0	5.0	0.5388420024010466	40.0	0.11713956573935796
33	ENSG00000115361	ACADL	ACADL	1.0	6.0	0.5964257114895312	16.0	0.15558931604074724
36	ENSG00000196177	ACADSB	ACADSB	0.0	0.0	0.45324436439923804	53.0	0.0
37	ENSG00000072778	ACADVL	ACADVL	1.0	1.0	0.42430968809222525	58.0	0.018448247308357618
176	ENSG00000157766	ACAN	ACAN	0.0	0.0	0.12651895416143033	10.0	0.0
23527	ENSG00000114331	ACAP2	ACAP2	1.0	2.0	0.3897345663414965	32.0	0.033889962290564915
39	ENSG00000120437	ACAT2	ACAT2	1.0	5.0	0.5591528846183811	49.0	0.12155497491703936
1636	ENSG00000159640	ACE	ACE	0.0	0.0	0.497424675892276	32.0	0.0
55331	ENSG00000078124	ACER3	ACER3	0.0	0.0	0.34497569274512235	32.0	0.0
43	ENSG00000087085	ACHE	ACHE	0.0	0.0	0.20697374874427646	32.0	0.0
2532	ENSG00000213088	ACKR1	ACKR1	1.0	3.0	0.7752631527402644	31.0	0.10112128079220839
57007	ENSG00000144476	ACKR3	ACKR3	1.0	7.0	0.6146454098821004	52.0	0.1870659943119436
47	ENSG00000131473	ACLY	ACLY	1.0	1.0	0.41637038400731996	52.0	0.018103060174231304
48	ENSG00000122729	ACO1	ACO1	0.0	0.0	0.37828515929278606	32.0	0.0
55856	ENSG00000112304	ACOT13	ACOT13	0.0	0.0	0.2843172095574811	52.0	0.0
10965	ENSG00000119673	ACOT2	ACOT2	1.0	7.0	0.7029451484076863	18.0	0.21393982777625237
122970	ENSG00000177465	ACOT4	ACOT4	1.0	4.0	0.6279190729361819	40.0	0.10920331703237945
10005	ENSG00000101473	ACOT8	ACOT8	1.0	6.0	0.5381197849169609	40.0	0.1403790743261637
23597	ENSG00000123130	ACOT9	ACOT9	1.0	3.0	0.5657436066247883	49.0	0.07379264434236368
51	ENSG00000161533	ACOX1	ACOX1	1.0	7.0	0.4801376507978156	33.0	0.14612885024281347
8310	ENSG00000087008	ACOX3	ACOX3	1.0	7.0	0.6238879392070512	39.0	0.18987893801953734
52	ENSG00000143727	ACP1	ACP1	1.0	8.0	0.7422898799227764	18.0	0.2581877843209657
53	ENSG00000134575	ACP2	ACP2	1.0	2.0	0.521246709433864	32.0	0.045325800820336
23205	ENSG00000103740	ACSBG1	ACSBG1	1.0	4.0	0.5018506098556174	42.0	0.08727836693141171
80221	ENSG00000167107	ACSF2	ACSF2	1.0	6.0	0.5214300246372643	33.0	0.13602522381841678
197322	ENSG00000176715	ACSF3	ACSF3	1.0	1.0	0.4115249937919654	33.0	0.017892391034433276
2180	ENSG00000151726	ACSL1	ACSL1	0.0	0.0	0.34466969299068767	40.0	0.0
2181	ENSG00000123983	ACSL3	ACSL3	0.0	0.0	0.48200252592084236	32.0	0.0
2182	ENSG00000068366	ACSL4	ACSL4	1.0	7.0	0.6043465497087381	31.0	0.18393155860700727
23305	ENSG00000164398	ACSL6	ACSL6	0.0	0.0	0.351615994610736	31.0	0.0
54988	ENSG00000183549	ACSM5	ACSM5	1.0	5.0	0.4989288746746687	49.0	0.10846279884231927
58	ENSG00000143632	ACTA1	ACTA1	1.0	1.0	0.4564561366546574	33.0	0.019845918984985104
70	ENSG00000159251	ACTC1	ACTC1	0.0	0.0	0.21216410047706993	32.0	0.0
71	ENSG00000291420	ACTG1	ACTG1	1.0	7.0	0.6301082919088916	52.0	0.19177208884183658
86	ENSG00000136518	ACTL6A	ACTL6A	1.0	1.0	0.30305447381371053	31.0	0.013176281470161328
51412	ENSG00000077080	ACTL6B	ACTL6B	1.0	1.0	0.6286446317546215	33.0	0.027332375293679195
88	ENSG00000077522	ACTN2	ACTN2	0.0	0.0	0.4397595379881174	32.0	0.0
81	ENSG00000282844	ACTN4	ACTN4	0.0	0.0	0.3557167645462461	49.0	0.0
55860	ENSG00000131966	ACTR10	ACTR10	1.0	4.0	0.6257964922493101	18.0	0.1088341725650974
10120	ENSG00000115073	ACTR1B	ACTR1B	1.0	1.0	0.5647262007589449	2.0	0.024553313076475864
10097	ENSG00000138071	ACTR2	ACTR2	1.0	4.0	0.6076853739496434	9.0	0.10568441286080754
57180	ENSG00000133627	ACTR3B	ACTR3B	1.0	8.0	0.7035631315916725	49.0	0.24471761098840783
440888	ENSG00000288272	ACTR3BP2	ACTR3BP2	1.0	1.0	0.638970472500969	31.0	0.027781324891346475
653857	ENSG00000106526	ACTR3C	ACTR3C	1.0	2.0	0.5212963890186763	33.0	0.045330120784232715
79913	ENSG00000101442	ACTR5	ACTR5	0.0	0.0	0.6772647535345916	32.0	0.0
90	ENSG00000115170	ACVR1	ACVR1	0.0	0.0	0.35373557122520777	32.0	0.0
130399	ENSG00000123612	ACVR1C	ACVR1C	0.0	0.0	0.332874973127302	32.0	0.0
92	ENSG00000121989	ACVR2A	ACVR2A	1.0	11.0	0.8642455695627044	31.0	0.41333483761694556
91703	ENSG00000132744	ACY3	ACY3	1.0	6.0	0.5376900649371971	33.0	0.1402669734618775
97	ENSG00000119640	ACYP1	ACYP1	1.0	2.0	0.6170485754742527	40.0	0.05365639786732632
98	ENSG00000170634	ACYP2	ACYP2	0.0	0.0	0.08042362068893028	7.0	0.0
100	ENSG00000196839	ADA	ADA	1.0	5.0	0.48855121840850635	49.0	0.10620678661054486
161931	ENSG00000140955	ADAD2	ADAD2	1.0	2.0	0.6041880285613188	7.0	0.05253808944011468
4185	ENSG00000073670	ADAM11	ADAM11	1.0	1.0	0.5513926750161299	33.0	0.02397359456591869
8751	ENSG00000143537	ADAM15	ADAM15	0.0	0.0	0.2963108690874774	32.0	0.0
8728	ENSG00000135074	ADAM19	ADAM19	1.0	8.0	0.6870964106738187	49.0	0.23899005588654562
317760	ENSG00000290783	ADAM20P1	ADAM20P1	1.0	1.0	0.7208829036776764	3.0	0.031342734942507666
53616	ENSG00000008277	ADAM22	ADAM22	0.0	0.0	0.39528370967972115	32.0	0.0
8745	ENSG00000114948	ADAM23	ADAM23	0.0	0.0	0.2822713871207461	31.0	0.0
10863	ENSG00000042980	ADAM28	ADAM28	1.0	8.0	0.5148342381060509	33.0	0.17907277847166986
101	ENSG00000151651	ADAM8	ADAM8	0.0	0.0	0.6103263996314775	52.0	0.0
11093	ENSG00000160323	ADAMTS13	ADAMTS13	0.0	0.0	0.5784995555062296	31.0	0.0
171019	ENSG00000145808	ADAMTS19	ADAMTS19	1.0	3.0	0.5557668662342643	33.0	0.0724913303783823
9507	ENSG00000158859	ADAMTS4	ADAMTS4	0.0	0.0	0.16859578695295668	32.0	0.0
11096	ENSG00000154736	ADAMTS5	ADAMTS5	0.0	0.0	0.3872997834675412	32.0	0.0
11095	ENSG00000134917	ADAMTS8	ADAMTS8	1.0	6.0	0.6838098014012883	49.0	0.1783851655829448
56999	ENSG00000163638	ADAMTS9	ADAMTS9	1.0	3.0	0.36592228175023167	54.0	0.04772899327176935
92949	ENSG00000178031	ADAMTSL1	ADAMTSL1	1.0	2.0	0.5767976255987266	49.0	0.050156315269454486
9719	ENSG00000197859	ADAMTSL2	ADAMTSL2	1.0	1.0	0.3857012549008408	52.0	0.016769619778297426
57188	ENSG00000156218	ADAMTSL3	ADAMTSL3	0.0	0.0	0.3137758195566629	32.0	0.0
11033	ENSG00000105963	ADAP1	ADAP1	1.0	6.0	0.5997172056507059	8.0	0.15644796669148847
55803	ENSG00000184060	ADAP2	ADAP2	1.0	5.0	0.5280786913189249	1.0	0.11479971550411411
104	ENSG00000197381	ADARB1	ADARB1	1.0	1.0	0.615871507869101	51.0	0.026777022081265263
642394	ENSG00000205696	ADARB2-AS1	ADARB2-AS1	0.0	0.0	0.14071301507056044	52.0	0.0
23536	ENSG00000065457	ADAT1	ADAT1	1.0	2.0	0.48573728476248723	2.0	0.04223802476195541
90956	ENSG00000133597	ADCK2	ADCK2	1.0	3.0	0.5866295120586313	40.0	0.07651689287721278
203054	ENSG00000285451	ADCK5	ADCK5	1.0	3.0	0.7386646913256677	40.0	0.09634756843378274
107	ENSG00000164742	ADCY1	ADCY1	1.0	3.0	0.5212019396454671	9.0	0.06798286169288702
108	ENSG00000078295	ADCY2	ADCY2	1.0	7.0	0.6347509731459187	40.0	0.19318507878354046
109	ENSG00000138031	ADCY3	ADCY3	0.0	0.0	0.40785253147050043	31.0	0.0
112	ENSG00000174233	ADCY6	ADCY6	1.0	3.0	0.6471047264508527	52.0	0.08440496431967644
113	ENSG00000121281	ADCY7	ADCY7	1.0	3.0	0.5543477726299424	49.0	0.07230623121260119
114	ENSG00000155897	ADCY8	ADCY8	1.0	2.0	0.5839882651681088	10.0	0.05078158827548772
115	ENSG00000162104	ADCY9	ADCY9	0.0	0.0	0.384108213372644	31.0	0.0
116	ENSG00000141433	ADCYAP1	ADCYAP1	1.0	2.0	0.5165812938139995	33.0	0.04492011250556518
117	ENSG00000078549	ADCYAP1R1	ADCYAP1R1	1.0	8.0	0.6188871408394038	40.0	0.21526509246587958
84435	ENSG00000197177	ADGRA1	ADGRA1	1.0	2.0	0.5937467672600251	33.0	0.05163015367478479
25960	ENSG00000020181	ADGRA2	ADGRA2	0.0	0.0	0.38139988167916833	32.0	0.0
166647	ENSG00000152990	ADGRA3	ADGRA3	1.0	6.0	0.48821553947908813	33.0	0.12736057551628385
577	ENSG00000135298	ADGRB3	ADGRB3	1.0	6.0	0.7436552136514267	33.0	0.19399701225689392
9289	ENSG00000205336	ADGRG1	ADGRG1	1.0	7.0	0.6221203101986185	52.0	0.1893409639734926
57211	ENSG00000112414	ADGRG6	ADGRG6	1.0	4.0	0.5236627644580172	32.0	0.09107178512313342
23266	ENSG00000117114	ADGRL2	ADGRL2	1.0	1.0	0.5716704528086561	52.0	0.024855237078637224
23284	ENSG00000150471	ADGRL3	ADGRL3	1.0	12.0	0.691830070472086	49.0	0.3609548193767405
84059	ENSG00000164199	ADGRV1	ADGRV1	1.0	7.0	0.6694191240370138	52.0	0.20373625514169985
128	ENSG00000197894	ADH5	ADH5	1.0	6.0	0.5612850753205076	33.0	0.14642219356187156
55256	ENSG00000280830	ADI1	ADI1	1.0	4.0	0.4159009187906809	40.0	0.07233059457229234
51094	ENSG00000159346	ADIPOR1	ADIPOR1	1.0	4.0	0.5249472477388238	33.0	0.09129517351979545
10974	ENSG00000148671	ADIRF	ADIRF	1.0	3.0	0.6158867941123914	58.0	0.08033306010161627
132	ENSG00000156110	ADK	ADK	1.0	1.0	0.36511932960002114	33.0	0.015874753460870483
133	ENSG00000148926	ADM	ADM	1.0	1.0	0.29716547547303884	32.0	0.012920238064045167
199800	ENSG00000224420	ADM5	ADM5	1.0	8.0	0.7254802164813294	49.0	0.2523409448630711
23394	ENSG00000101126	ADNP	ADNP	1.0	5.0	0.7206449151752257	49.0	0.15666193808157078
84890	ENSG00000181915	ADO	ADO	1.0	1.0	0.2987483558045621	32.0	0.01298905894802444
113622	ENSG00000153531	ADPRHL1	ADPRHL1	0.0	0.0	0.3667992295243019	32.0	0.0
147	ENSG00000170214	ADRA1B	ADRA1B	1.0	3.0	0.5491736542846656	33.0	0.07163134621104333
146	ENSG00000171873	ADRA1D	ADRA1D	0.0	0.0	0.4030009329818852	32.0	0.0
150	ENSG00000150594	ADRA2A	ADRA2A	1.0	1.0	0.49764841084548017	33.0	0.021636887428064355
152	ENSG00000184160	ADRA2C	ADRA2C	1.0	2.0	0.6015566072567183	49.0	0.05230927019623637
153	ENSG00000043591	ADRB1	ADRB1	1.0	2.0	0.6477346984628821	52.0	0.056324756388076706
154	ENSG00000169252	ADRB2	ADRB2	1.0	7.0	0.5768565125958806	33.0	0.17556502557265932
159	ENSG00000035687	ADSS2	ADSS	1.0	8.0	0.6024909720257692	49.0	0.2095620772263545
122622	ENSG00000185100	ADSS1	ADSSL1	0.0	0.0	0.24257380079174107	19.0	0.0
84830	ENSG00000111863	ADTRP	ADTRP	1.0	4.0	0.609538881030133	33.0	0.106006761918284
165	ENSG00000106624	AEBP1	AEBP1	0.0	0.0	0.2543469843058491	53.0	0.0
166	ENSG00000104964	TLE5	AES	1.0	4.0	0.6386791685175426	9.0	0.11107463800305088
134265	ENSG00000157510	AFAP1L1	AFAP1L1	1.0	1.0	0.25517700044692426	32.0	0.011094652193344533
84632	ENSG00000169129	AFAP1L2	AFAP1L2	0.0	0.0	0.3848668694781447	52.0	0.0
4299	ENSG00000172493	AFF1	AFF1	0.0	0.0	0.3682042243734632	32.0	0.0
2334	ENSG00000155966	AFF2	AFF2	1.0	7.0	0.7165016763458789	60.0	0.21806572758352838
54812	ENSG00000119844	AFTPH	AFTPH	1.0	1.0	0.4509177372619044	32.0	0.01960511901138715
175	ENSG00000038002	AGA	AGA	0.0	0.0	0.37740225170806807	52.0	0.0
116987	ENSG00000157985	AGAP1	AGAP1	1.0	7.0	0.6912779099529766	65.0	0.2103889291161233
116986	ENSG00000135439	AGAP2	AGAP2	1.0	6.0	0.7080020597473657	53.0	0.1846961894993128
116988	ENSG00000133612	AGAP3	AGAP3	1.0	9.0	0.7196052787348125	31.0	0.28158467428753536
84871	ENSG00000186094	AGBL4	AGBL4	1.0	3.0	0.6477649703223933	33.0	0.08449108308552956
3268	ENSG00000106351	AGFG2	AGFG2	1.0	2.0	0.5166253830935037	65.0	0.04492394635595684
55109	ENSG00000164252	AGGF1	AGGF1	1.0	4.0	0.5373220703291295	9.0	0.09344731657897903
178	ENSG00000162688	AGL	AGL	1.0	1.0	0.3773204322979392	32.0	0.01640523618686692
79814	ENSG00000116771	AGMAT	AGMAT	1.0	2.0	0.4310108332021175	16.0	0.037479202887140656
26523	ENSG00000092847	AGO1	AGO1	0.0	0.0	0.3839840998823833	48.0	0.0
192669	ENSG00000126070	AGO3	AGO3	0.0	0.0	0.3896354536874827	31.0	0.0
192670	ENSG00000134698	AGO4	AGO4	1.0	1.0	0.7206831423714912	31.0	0.0313340496683257
56894	ENSG00000160216	AGPAT3	AGPAT3	1.0	1.0	0.49379510728080706	32.0	0.02146935249046987
55326	ENSG00000155189	AGPAT5	AGPAT5	1.0	4.0	0.4353356838384177	33.0	0.07571055371102917
375790	ENSG00000188157	AGRN	AGRN	1.0	6.0	0.7374624006126854	52.0	0.1923814958120049
23287	ENSG00000135049	AGTPBP1	AGTPBP1	1.0	3.0	0.48888964343883085	40.0	0.06376821436158663
191	ENSG00000101444	AHCY	AHCY	1.0	3.0	0.4725110281601931	55.0	0.061631873238286054
10768	ENSG00000168710	AHCYL1	AHCYL1	1.0	3.0	0.32021159673423494	38.0	0.04176673000881325
54806	ENSG00000135541	AHI1	AHI1	0.0	0.0	0.6218157912885374	31.0	0.0
79026	ENSG00000124942	AHNAK	AHNAK	1.0	3.0	0.5132293703100852	35.0	0.06694296134479372
113146	ENSG00000185567	AHNAK2	AHNAK2	0.0	0.0	0.29606952791914043	32.0	0.0
57491	ENSG00000063438	AHRR	AHRR	1.0	11.0	0.8740734151454456	5.0	0.4180351115913001
197	ENSG00000145192	AHSG	AHSG	1.0	5.0	0.6613775409055137	33.0	0.14377772628380733
199	ENSG00000204472	AIF1	AIF1	1.0	5.0	0.4902962608280799	33.0	0.10658614365827825
84883	ENSG00000042286	AIFM2	AIFM2	1.0	5.0	0.5083005734743937	32.0	0.11050012466834645
150209	ENSG00000183773	AIFM3	AIFM3	1.0	1.0	0.2993695779862763	32.0	0.01301606860809897
51390	ENSG00000146416	AIG1	AIG1	0.0	0.0	0.49280503847382984	32.0	0.0
9447	ENSG00000163568	AIM2	AIM2	1.0	5.0	0.5800573134983255	40.0	0.12609941597789684
326	ENSG00000160224	AIRE	AIRE	0.0	0.0	0.09206559736782985	32.0	0.0
55966	ENSG00000196581	AJAP1	AJAP1	1.0	7.0	0.7544182212008499	32.0	0.22960554558286736
204	ENSG00000004455	AK2	AK2	0.0	0.0	0.1252609069887207	10.0	0.0
50808	ENSG00000147853	AK3	AK3	1.0	2.0	0.4654645470979472	33.0	0.040475178008517146
205	ENSG00000162433	AK4	AK4	1.0	6.0	0.6104030312065155	33.0	0.15923557335822144
26289	ENSG00000154027	AK5	AK5	1.0	4.0	0.6853041412624342	9.0	0.11918332891520594
158067	ENSG00000165695	AK8	AK8	1.0	2.0	0.5808501754009606	32.0	0.050508710904431355
642597	ENSG00000231824	AKAIN1	AKAIN1	0.0	0.0	0.309645716884363	32.0	0.0
8165	ENSG00000121057	AKAP1	AKAP1	0.0	0.0	0.3934514141451795	32.0	0.0
9590	ENSG00000131016	AKAP12	AKAP12	0.0	0.0	0.15179419360324267	32.0	0.0
11214	ENSG00000170776	AKAP13	AKAP13	1.0	3.0	0.8267464468323156	31.0	0.10783649306508464
9495	ENSG00000179841	AKAP5	AKAP5	1.0	7.0	0.7328858288287322	53.0	0.22305220877396198
10270	ENSG00000105127	AKAP8	AKAP8	1.0	3.0	0.46590874990022385	33.0	0.06077070650872485
79647	ENSG00000174574	AKIRIN1	AKIRIN1	1.0	1.0	0.47879843721340737	7.0	0.020817323357104667
55122	ENSG00000135334	AKIRIN2	AKIRIN2	1.0	2.0	0.6117363180731861	53.0	0.05319446244114661
1645	ENSG00000187134	AKR1C1	AKR1C1	0.0	0.0	0.21210981747447716	32.0	0.0
8644	ENSG00000196139	AKR1C3	AKR1C3	0.0	0.0	0.2631825364448083	32.0	0.0
1109	ENSG00000198610	AKR1C4	AKR1C4	0.0	0.0	0.19694816060515108	32.0	0.0
8574	ENSG00000053371	AKR7A2	AKR7A2	1.0	6.0	0.4508148558588739	39.0	0.11760387544144535
246181	ENSG00000211454	AKR7L	AKR7L	1.0	2.0	0.4671688922449948	18.0	0.04062338193434737
84335	ENSG00000204673	AKT1S1	AKT1S1	0.0	0.0	0.227686766606028	49.0	0.0
10000	ENSG00000275199	AKT3	AKT3	1.0	2.0	0.5884380401098989	49.0	0.051168525226947724
211	ENSG00000023330	ALAS1	ALAS1	1.0	1.0	0.48101944389829593	40.0	0.0209138888651433
213	ENSG00000163631	ALB	ALB	0.0	0.0	0.39055651865569846	33.0	0.0
214	ENSG00000170017	ALCAM	ALCAM	1.0	6.0	0.5252750829379079	32.0	0.1370282825055412
220	ENSG00000184254	ALDH1A3	ALDH1A3	0.0	0.0	0.32241295801803804	48.0	0.0
219	ENSG00000137124	ALDH1B1	ALDH1B1	1.0	1.0	0.17675624010250965	32.0	0.007685053917500419
160428	ENSG00000136010	ALDH1L2	ALDH1L2	1.0	3.0	0.5224439194289725	40.0	0.06814485905595294
217	ENSG00000111275	ALDH2	ALDH2	1.0	5.0	0.46382375127620795	33.0	0.1008312502774365
224	ENSG00000072210	ALDH3A2	ALDH3A2	1.0	1.0	0.43032929314559765	32.0	0.018709969267199898
221	ENSG00000006534	ALDH3B1	ALDH3B1	1.0	2.0	0.32652277771750204	33.0	0.02839328501891322
7915	ENSG00000112294	ALDH5A1	ALDH5A1	1.0	2.0	0.5064381817775383	33.0	0.0440381027632642
4329	ENSG00000119711	ALDH6A1	ALDH6A1	1.0	10.0	0.47062872467457745	33.0	0.2046211846411206
501	ENSG00000164904	ALDH7A1	ALDH7A1	1.0	2.0	0.49255336097057867	40.0	0.042830727040919885
223	ENSG00000143149	ALDH9A1	ALDH9A1	1.0	8.0	0.5048236993751559	40.0	0.17559085195657598
226	ENSG00000149925	ALDOA	ALDOA	1.0	3.0	0.583034250519744	40.0	0.0760479457199666
144245	ENSG00000175548	ALG10B	ALG10B	1.0	1.0	0.4796085079360883	5.0	0.020852543823308187
79868	ENSG00000101901	ALG13	ALG13	1.0	3.0	0.6042722060800724	33.0	0.07881811383653117
10195	ENSG00000214160	ALG3	ALG3	0.0	0.0	0.30256904335114204	32.0	0.0
29880	ENSG00000120697	ALG5	ALG5	1.0	4.0	0.3796692736920255	49.0	0.06602943890296095
79053	ENSG00000159063	ALG8	ALG8	1.0	5.0	0.5414683457888505	49.0	0.11771050995409793
238	ENSG00000171094	ALK	ALK	1.0	7.0	0.5410606276442811	40.0	0.1646706258047812
285016	ENSG00000189292	ALKAL2	ALKAL2	1.0	8.0	0.6249336140591909	32.0	0.21736821358580552
84266	ENSG00000125652	ALKBH7	ALKBH7	0.0	0.0	0.2935728240515023	32.0	0.0
200420	ENSG00000290727	ALMS1P1	ALMS1P1	1.0	1.0	0.560295296054971	31.0	0.024360665045868302
240	ENSG00000012779	ALOX5	ALOX5	1.0	9.0	0.5417031248511165	33.0	0.2119707879852195
241	ENSG00000132965	ALOX5AP	ALOX5AP	1.0	9.0	0.48036881538471293	33.0	0.18797040602010506
80216	ENSG00000073331	ALPK1	ALPK1	1.0	2.0	0.43961277052345304	1.0	0.038227197436822
249	ENSG00000162551	ALPL	ALPL	1.0	4.0	0.6260930936534692	41.0	0.10888575541799464
57679	ENSG00000003393	ALS2	ALS2	1.0	2.0	0.7012920796529899	2.0	0.06098191996982521
259173	ENSG00000178038	ALS2CL	ALS2CL	0.0	0.0	0.375771529441557	32.0	0.0
130540	ENSG00000155749	FLACC1	ALS2CR12	1.0	1.0	0.5174114020737486	33.0	0.022496147916249938
257	ENSG00000156150	ALX3	ALX3	0.0	0.0	0.2730855397382885	10.0	0.0
262	ENSG00000123505	AMD1	AMD1	0.0	0.0	0.3938477418183644	32.0	0.0
144193	ENSG00000139344	AMDHD1	AMDHD1	0.0	0.0	0.10977743339554151	32.0	0.0
219287	ENSG00000165566	AMER2	AMER2	1.0	2.0	0.4753447447686566	53.0	0.0413343256320571
205147	ENSG00000178171	AMER3	AMER3	1.0	2.0	0.7254239126105245	51.0	0.06308034022700212
267	ENSG00000159461	AMFR	AMFR	1.0	2.0	0.423160591780773	53.0	0.03679657319832808
57463	ENSG00000181754	AMIGO1	AMIGO1	0.0	0.0	0.5182814023982547	32.0	0.0
347902	ENSG00000139211	AMIGO2	AMIGO2	1.0	4.0	0.4012944837406423	58.0	0.06979034499837257
9949	ENSG00000101935	AMMECR1	AMMECR1	1.0	1.0	0.5583971621171389	32.0	0.024278137483353862
83607	ENSG00000144233	AMMECR1L	AMMECR1L	1.0	3.0	0.5073356487067725	33.0	0.06617421504870946
196394	ENSG00000151743	AMN1	AMN1	1.0	7.0	0.6367531181678581	31.0	0.19379442726847856
154810	ENSG00000166025	AMOTL1	AMOTL1	0.0	0.0	0.3777915094039416	33.0	0.0
