0.000000000000000000e+00,5.634412460241159692e+01,3.956960406883489867e+01,9.512498991280449445e+01,9.393800972745199829e+01,5.247825561622139645e+01,7.494440576371489726e+01,9.224502177250130330e+01,8.778054995192040622e+01,6.056178092249124489e+01,5.858327668495468998e+01,7.010155312229093738e+01,8.799278133545040248e+01,1.035236823357314080e+02,9.662530574568839370e+01,5.281686889541310137e+01,8.886463540877112166e+01,9.221681834220329677e+01,9.128524242597401894e+01,1.064460346011606475e+02,9.537581180877219822e+01,8.810073889613552467e+01,1.078284623672522571e+02,8.094809164649737454e+01,5.891558457886618783e+01,7.591472754394376921e+01,1.169862967059047349e+02,1.272589117813730013e+02,8.840872203639203519e+01,1.157446976735075452e+02,9.055203307062109275e+01,4.421022531736460337e+01,5.282068602707806804e+01,9.162878865387614269e+01,1.034065638157269262e+02,8.000611393733539956e+01,7.870212400313022272e+01,6.422865793518568012e+01,5.751105949393551242e+01,6.832477452459534106e+01,9.092956889727099679e+01,7.914544109768222313e+01,9.619581098446234080e+01,1.103679672042576669e+02,1.221076775478043714e+02,1.569077536897470111e+02,1.078329490412423439e+02,1.135231492515317342e+02,4.975312414944580297e+01,7.298576157654730423e+01,3.047259609251079837e+01,2.892367972568990098e+01,5.253151873788699788e+01,4.946981543208242726e+01,6.097950099178210337e+01,3.958538011430400161e+01,5.988489035343319955e+01,6.421783328555510195e+01,7.080458084161038812e+01,7.831882056151397364e+01,5.033622839894582057e+01,5.928445818138568058e+01,6.691887512172357333e+01,6.182802533694810165e+01,7.844424842997264591e+01,7.401823173452615379e+01
5.634412460241159692e+01,0.000000000000000000e+00,3.062197650728009890e+01,3.272665962502149739e+01,2.714188009753170050e+01,4.422589608392709692e+01,5.548820158556249993e+01,5.596148993472200317e+01,6.930169628909379753e+01,8.876578436306147069e+01,8.794319536192330133e+01,1.015881727978054414e+02,1.146811272057306894e+02,1.176596848687328958e+02,1.206231720871629989e+02,3.609464534668769886e+01,1.057188733551032556e+02,9.552627437349339345e+01,1.015175413620139864e+02,9.938965802937195804e+01,1.097726208501941585e+02,1.223656692801670829e+02,1.310869986721640430e+02,9.115121048812757465e+01,1.032379537956019959e+02,1.189335108712101743e+02,1.582288256344114643e+02,1.378175235865994068e+02,9.892722878661311370e+01,1.401895361638541999e+02,1.377927006675168968e+02,1.062060565414529947e+02,9.657962050147050093e+01,8.915429506936196447e+01,1.449075752934803631e+02,7.703784532027331977e+01,9.704162214535963926e+01,1.184954728459159981e+02,8.033601950202387343e+01,7.098949480317472194e+01,7.825766498862040521e+01,1.275721957639690061e+02,1.414154437165976788e+02,1.558592450172825750e+02,1.687388234671275882e+02,1.650118967784922575e+02,1.393354325795342561e+02,1.459294090490974440e+02,5.800986829914641163e+01,7.909879238793783429e+01,8.654652893945976189e+01,7.987888455290909917e+01,1.034021541214540036e+02,9.651010499859268066e+01,9.652493146034899496e+01,8.137074206718678226e+01,9.648049508595110524e+01,9.488089988183820367e+01,1.157011527057683651e+02,1.236006201520723380e+02,9.394418408701484680e+01,1.032348950811965267e+02,1.140889195445130042e+02,9.813633060668159658e+01,1.213194830971752083e+02,1.123245230568688413e+02
3.956960406883489867e+01,3.062197650728009890e+01,0.000000000000000000e+00,6.393869120944169993e+01,2.926571607901709982e+01,2.719272352074059995e+01,6.821281429416899300e+01,6.764876692894389976e+01,5.604708295638690174e+01,7.778304071588131308e+01,7.231656951721687676e+01,8.913515892778819705e+01,1.014994644562072352e+02,1.043161059240293014e+02,1.047721041390277037e+02,5.527082361287229872e+01,9.523572606956844311e+01,7.998747906545665387e+01,8.970573231416383919e+01,8.831016408895625602e+01,9.898483523177405630e+01,1.068864984639391480e+02,1.141266681375600029e+02,8.357192237359025455e+01,9.599461675096389968e+01,1.020945345597353651e+02,1.395269757681458600e+02,1.172113009985226029e+02,8.219136409939329724e+01,1.211788509001128773e+02,1.198611954954350693e+02,8.800857910826070452e+01,7.354141489051588110e+01,8.064216578941687885e+01,1.279268053227997655e+02,6.969120360545727522e+01,7.740100398029130702e+01,1.130297846143860028e+02,7.329733196851671551e+01,6.793944954458805796e+01,7.514049548915099308e+01,1.096342278993753041e+02,1.256993003965169322e+02,1.361579563581755963e+02,1.503616426030194475e+02,1.448064283163603534e+02,1.226937303569778095e+02,1.274019166963085041e+02,5.634480435105960083e+01,6.409074476754287275e+01,7.073163177394937406e+01,4.998508335032229866e+01,8.925255615889849992e+01,7.895099213968373419e+01,8.036808862973080636e+01,6.053841386779131994e+01,7.540201514639065294e+01,6.884688689684459462e+01,9.611342689460164479e+01,1.041451996624747380e+02,7.502712538029126677e+01,8.371239482546747013e+01,9.377730042714320291e+01,9.538106539846309317e+01,1.012041864277628775e+02,9.193303474248033069e+01
9.512498991280449445e+01,3.272665962502149739e+01,6.393869120944169993e+01,0.000000000000000000e+00,2.787190074517650018e+01,5.225086849536980083e+01,3.624895558669179962e+01,3.729694937722690185e+01,7.025265404832460092e+01,1.032709539787757080e+02,1.022785142975261721e+02,1.159140034487529647e+02,1.260356118749593719e+02,1.234981609191393801e+02,1.253915832555747869e+02,4.341999083056789743e+01,1.139004441222245845e+02,8.336663774411159977e+01,1.071132671849361913e+02,9.817878105840712522e+01,1.094021212798026568e+02,1.362090665019191817e+02,1.400773460206435175e+02,9.844936500768226040e+01,1.101781374647190006e+02,1.364699861315442035e+02,1.741665109077640921e+02,1.523764654917356438e+02,1.056081132600145764e+02,1.497327902793799410e+02,1.582775756044754019e+02,1.261888075853660069e+02,1.078424312304630064e+02,9.058559814823559009e+01,1.611875411750665421e+02,7.377583117120161660e+01,1.075227096235433493e+02,1.255513486750530063e+02,9.500917881779690788e+01,7.955118149049886256e+01,7.798556815327951597e+01,1.455645112535160308e+02,1.599229931071704129e+02,1.748251464542276210e+02,1.878089665480859196e+02,1.801330291058623345e+02,1.513018201712590951e+02,1.581977807391567126e+02,6.784240701440577936e+01,8.389177955291215483e+01,1.074721106234747054e+02,9.609259354563620548e+01,1.211115739299899730e+02,1.170036277184937745e+02,9.960579168776780534e+01,9.884129417594074596e+01,1.135713807995381046e+02,1.010857579384639990e+02,1.351039275605713783e+02,1.426911604373889588e+02,1.126634434834060841e+02,1.220482978168513597e+02,1.242555030184140037e+02,1.033240299376059994e+02,1.392790000578611398e+02,1.286320634478974796e+02
9.393800972745199829e+01,2.714188009753170050e+01,2.926571607901709982e+01,2.787190074517650018e+01,0.000000000000000000e+00,3.391511558769369827e+01,7.131962258696511014e+01,2.929990544187409895e+01,2.656181482564149832e+01,1.111278021930975370e+02,1.053657543254813476e+02,1.226916865862351642e+02,1.317595751934587724e+02,1.256861246250759194e+02,1.206406567091148361e+02,8.816269852029630272e+01,1.214383833374773189e+02,8.334117878718964789e+01,1.109799900686487035e+02,9.166047193279817407e+01,1.078988291760372533e+02,1.397426760877082472e+02,1.387533177558620423e+02,1.082957080632932900e+02,1.096558315117270013e+02,1.380628131435443606e+02,1.730108961530052909e+02,1.467999272701891869e+02,1.004952401014368206e+02,1.441146636897951225e+02,1.551380620079993378e+02,1.232382514666950044e+02,1.086320691435009991e+02,9.475919149808883901e+01,1.628197917804043300e+02,6.734048609082935855e+01,1.002517794668365099e+02,1.254979146374670052e+02,1.056086003453930857e+02,9.253827484523220903e+01,8.766973723438972854e+01,1.464902359882249243e+02,1.624432649385428817e+02,1.701018092233518928e+02,1.858870862494799781e+02,1.756394004722521061e+02,1.526665976011990438e+02,1.563146964696210262e+02,7.583102559544309429e+01,7.622558220691264808e+01,1.072094548964422671e+02,8.773314397061699310e+01,1.133858888275619989e+02,1.149885363456854321e+02,9.910501296515710123e+01,9.409382103086869620e+01,1.075453793135769587e+02,9.874493147713100427e+01,1.304827535954750601e+02,1.388615802375688872e+02,1.108397697447745429e+02,1.187705421538646391e+02,1.217469779885090020e+02,1.021843543452479963e+02,1.349961698197816986e+02,1.243588844352748026e+02
5.247825561622139645e+01,4.422589608392709692e+01,2.719272352074059995e+01,5.225086849536980083e+01,3.391511558769369827e+01,0.000000000000000000e+00,5.703220803990323873e+01,4.639446404557160264e+01,2.836658806147769951e+01,8.401034047792654746e+01,7.556971967256812661e+01,9.434583195945896250e+01,1.025223912031999305e+02,9.808928317637806060e+01,9.492399128825773857e+01,6.275609076447467061e+01,9.400239382460931381e+01,7.694632548326329413e+01,8.385704772194399936e+01,7.345858311350210101e+01,8.650104939110410385e+01,1.095866093289818366e+02,1.094111783385092593e+02,8.291209194962971196e+01,1.066235359197410020e+02,1.087484760078059765e+02,1.426384911727159874e+02,1.172570406300841057e+02,7.316049733944774403e+01,1.156708325193127536e+02,1.293575010654345192e+02,9.529078309714469697e+01,8.635252219830189802e+01,7.141743360844294841e+01,1.326771193553897774e+02,5.594757582598899859e+01,7.169510886943072592e+01,1.234387294404740061e+02,8.168733252904604569e+01,7.085597494865652379e+01,6.810753393551161139e+01,1.190418071191535887e+02,1.340142558422429033e+02,1.424239613831612701e+02,1.574800063533642742e+02,1.458124962102357927e+02,1.222192725613031286e+02,1.259533528528623805e+02,3.408614825813280191e+01,5.632264322892439878e+01,8.323863178216269887e+01,4.988769410216600164e+01,9.623092317655874695e+01,8.970229517382234974e+01,7.741034088502240706e+01,6.583290855923618778e+01,7.929529042977304698e+01,6.997942268555389944e+01,1.036986209044560070e+02,1.112101377403249529e+02,8.270287929782845993e+01,9.087228577465701562e+01,1.013869150331150877e+02,1.028524689241429968e+02,1.063817092249121998e+02,9.476035139982543853e+01
7.494440576371489726e+01,5.548820158556249993e+01,6.821281429416899300e+01,3.624895558669179962e+01,7.131962258696511014e+01,5.703220803990323873e+01,0.000000000000000000e+00,3.649345304253169786e+01,7.058521457259020337e+01,1.062884712173139974e+02,7.358763640267821415e+01,8.332725745774111203e+01,9.163843910440374430e+01,9.276979368142414728e+01,1.038563980471639638e+02,3.761398562152069758e+01,7.805111564167694382e+01,5.374763915447950069e+01,7.556780964132278200e+01,8.646443812924131578e+01,8.840734985428103698e+01,1.042555298968838287e+02,1.118286416409952295e+02,6.158061529378459653e+01,9.234550010445329349e+01,1.096314489574197353e+02,1.464601209975557197e+02,1.300511260646199503e+02,8.591216189725402330e+01,1.264908994770786421e+02,1.405230126695833519e+02,1.039719047219110024e+02,7.492911095138759947e+01,6.268130523301594081e+01,1.451927049808579966e+02,6.931523088765172247e+01,9.055604831606089533e+01,1.034527604190460011e+02,8.369852799596669968e+01,3.191639075728789976e+01,3.782237977856220112e+01,1.222990284656749509e+02,1.329233647748441456e+02,1.548213042870278002e+02,1.642459793097605996e+02,1.554452914162627906e+02,1.207743503844580033e+02,1.300106321689121955e+02,6.073193943577896192e+01,7.295564864963253626e+01,9.252568536541588173e+01,7.119434330015077705e+01,1.043420219475657404e+02,1.012978517468137909e+02,8.936589691855169804e+01,8.397160992016989667e+01,9.768457815734211636e+01,8.457294772733649779e+01,1.183110239090821807e+02,1.235650911433470469e+02,9.325149312879608487e+01,1.035473286022135539e+02,1.102903490677189495e+02,9.047329677177870622e+01,1.192068675926077645e+02,1.075499752604144845e+02
9.224502177250130330e+01,5.596148993472200317e+01,6.764876692894389976e+01,3.729694937722690185e+01,2.929990544187409895e+01,4.639446404557160264e+01,3.649345304253169786e+01,0.000000000000000000e+00,3.313661447030499829e+01,1.132127978989120010e+02,9.229820781981307221e+01,1.076679856033770477e+02,1.120881419849788756e+02,1.015751830287219377e+02,1.015570237461250684e+02,5.920952358223109968e+01,9.790843458144145472e+01,4.146152364826569681e+01,8.628052619721830752e+01,7.199531275081517379e+01,8.248828352048501245e+01,1.240126137497787937e+02,1.198417122817717626e+02,8.441588672379089076e+01,1.070470490628499931e+02,1.296339583358075629e+02,1.623645090013779964e+02,1.386783177791786557e+02,8.451213362640567084e+01,1.296852064334903503e+02,1.568464662904953855e+02,1.256767730425620044e+02,1.069729746657639993e+02,7.337933624167669677e+01,1.512862180635944185e+02,6.564929316215869903e+01,9.104842117196633922e+01,1.213738355472510051e+02,1.088061200579199976e+02,7.289776593122397230e+01,6.274014478258749961e+01,1.427917695851820952e+02,1.551128883272297401e+02,1.687311492923757612e+02,1.818596257977767152e+02,1.664784077329787237e+02,1.409806015956370118e+02,1.412179277585702266e+02,6.609816684791769603e+01,6.398543519311959216e+01,1.054315786512819955e+02,9.088043465931549747e+01,1.226763069442838230e+02,1.171911938997594973e+02,9.340767422820870536e+01,9.849742142896130304e+01,1.064097222701607279e+02,9.451699421238859600e+01,1.314577587289786322e+02,1.378200933120214131e+02,1.084410756950638302e+02,1.174495939102665858e+02,1.281404871374500090e+02,9.819239866679930628e+01,1.320161382199786431e+02,1.186961754215174238e+02
8.778054995192040622e+01,6.930169628909379753e+01,5.604708295638690174e+01,7.025265404832460092e+01,2.656181482564149832e+01,2.836658806147769951e+01,7.058521457259020337e+01,3.313661447030499829e+01,0.000000000000000000e+00,1.158655759248420054e+02,9.281607152038168351e+01,1.116571270385831127e+02,1.142250110194706423e+02,9.921145729468322827e+01,9.087599411643992653e+01,8.687444180842629748e+01,1.023039695636508810e+02,5.113864195858690209e+01,8.651282693294481874e+01,5.849533773664237657e+01,7.566363552464868292e+01,1.238431397241090934e+02,1.134372978676664587e+02,9.217074925514313577e+01,1.117026364479840055e+02,1.283600411112307995e+02,1.572249220411984254e+02,1.290944601503499030e+02,7.390960277948460089e+01,1.187457521762796517e+02,1.521477433202066152e+02,1.215634694289690003e+02,1.101820236378706284e+02,6.860403193722035553e+01,1.492376878541437293e+02,4.530696820557780313e+01,7.927596558266517945e+01,1.282794791269569998e+02,1.018532083222939661e+02,8.491308114849014999e+01,9.106789189438549670e+01,1.414995651839818720e+02,1.547421719130589963e+02,1.614806328436350498e+02,1.770338240515519601e+02,1.578064686017023064e+02,1.318476050646016802e+02,1.345882263480332881e+02,5.438473960214570013e+01,7.501779285348999338e+01,1.045298563053650014e+02,8.018391852589620328e+01,1.215470857648388687e+02,1.144000283662996651e+02,9.273809911450589993e+01,8.746290611975757656e+01,9.843325267714227778e+01,9.103055445728030293e+01,1.252521574966415727e+02,1.319209088078174261e+02,1.049659114032469631e+02,1.124047829597694488e+02,1.227951404436560097e+02,1.004738070528430001e+02,1.252065563037460976e+02,1.114105305335684761e+02
6.056178092249124489e+01,8.876578436306147069e+01,7.778304071588131308e+01,1.032709539787757080e+02,1.111278021930975370e+02,8.401034047792654746e+01,1.062884712173139974e+02,1.132127978989120010e+02,1.158655759248420054e+02,0.000000000000000000e+00,3.520277276799340171e+01,5.549824299567490016e+01,5.073078899421892629e+01,7.620409560910738378e+01,9.612589628635279837e+01,1.222825560395999958e+02,5.210624573243644875e+01,9.752115643035999426e+01,6.538374928384342866e+01,1.001759466212079985e+02,9.533182890285800681e+01,1.046719816466739985e+02,8.474768516203684499e+01,4.563757496186990181e+01,5.176400507680669705e+01,9.622121979248069579e+01,9.883783980710221329e+01,9.371680962599151599e+01,8.127778076207744107e+01,1.015504606146672018e+02,9.756048187541802008e+01,7.693951135103824868e+01,5.152396901461864331e+01,9.656137517624669897e+01,1.300093446476529948e+02,1.035959841754790034e+02,7.911385134684270781e+01,5.079122133753600110e+01,4.331721309371099693e+01,4.417084503437899912e+01,8.727505564413679906e+01,1.293946931123599882e+02,1.270646425992599973e+02,1.103851892490050801e+02,1.149433682541069146e+02,1.132057378643982872e+02,7.901740931759012199e+01,9.188895605786132137e+01,9.956302895109099893e+01,8.540807427543701635e+01,6.356776022426940642e+01,5.412765477790705404e+01,6.811503798042349445e+01,6.809070302506614780e+01,6.214550715531996161e+01,6.451405119122806298e+01,7.145236662692948926e+01,6.550202827548801565e+01,8.111221909166806654e+01,8.249782247974098937e+01,5.858298002336119481e+01,6.749888542769635080e+01,6.800411106871086986e+01,8.051074340007920682e+01,7.949843856017881194e+01,7.184799552252323451e+01
