"roi","diagnosis_beta","Advan_inno","BrainGluSchi","Baltimore","Dallas","dallas","boston","hartford","georgia","chicago","COBRE","A","C","MultidimCog","speech","SWA","HUH","HKH","COI","KUT","KTT","UTO","Study_neura","Transdiagnostic2","Transdiagnostic1"
"37",-0.32787151736947,-0.569574774691068,-0.564585233313392,-0.552769277153821,-0.566035522351725,-0.517283377776097,-0.567384415100802,-0.605217485611274,-0.538607483409769,-0.569754359284492,-0.570123679401107,-0.553961048128588,-0.578643076129404,-0.478568225951077,-0.55990029274709,-0.633854862082781,-0.515083473335433,-0.584535218236411,-0.590776134555582,-0.652792831305767,-0.606721911759199,-0.533566972347728,-0.607880548995241,-0.600620339688149,-0.680877370510741
"38",0.840853663448954,1.78299511222109,1.80563731536516,1.7929554825686,1.82132044007631,1.81304335777227,1.71789808904714,1.81118635845813,1.77803106720498,1.80730593715111,1.84714578169344,1.74082887560723,1.78956749823528,1.84793095494567,1.75572825531085,1.60956654868871,1.83221041505232,1.75589329611526,1.76055797985716,1.65550097324446,1.90360182794987,1.67730281875264,1.79689693027935,1.72513231369888,1.64554987658271
"39",0.934039193383942,0.798521329967009,0.675988869394642,0.65295533807302,0.673746283832033,0.635730868941457,0.669832368335376,0.647683023613424,0.640405535098465,0.603998388746755,0.581382329342847,0.665931091897342,0.620163224663264,0.570872271896787,0.64016067128744,0.632351908656839,0.733225683216337,0.653173368575783,0.665489756060579,0.608528771111413,0.573108492202882,0.708791439073305,0.679888052426523,0.575549586085431,0.605631120143931
"40",1.08205538637206,1.13007836654038,1.0032419783892,1.05688112360627,1.04211776768764,1.02972034180141,1.07363568208596,1.02791207861843,1.06528163639543,0.970484157284191,1.08259173222584,1.04168999281977,1.00267984770678,0.95250158302798,0.958963737257702,0.935320352935847,1.08449752279559,1.03698126552902,1.02028853462718,1.03451264553821,1.00952772020117,1.13676740621541,1.04983336986492,0.889727053937936,0.912644364046872
"41",0.0967041482680784,0.540533440131551,0.475135774868301,0.513768787933558,0.516675940976891,0.456027947707299,0.521352022958904,0.536316022867747,0.476375762669411,0.44374309624688,0.488630492802107,0.49775644964272,0.477829730109657,0.528344083404494,0.461895548167542,0.355872290664437,0.48440922071548,0.462017183186993,0.426759324873122,0.515264240931957,0.532922178027524,0.507535958618289,0.485629507585213,0.383420505573283,0.335782300862479
"42",1.19479756491865,0.325731405979031,0.358030674777723,0.337751264896488,0.32944585293264,0.377017714051666,0.376509289761515,0.356783429153502,0.271541953606829,0.377325416818365,0.285426846100684,0.343703281676936,0.379649037549556,0.289509208047649,0.381790689209157,0.523737154925328,0.589725594895351,0.419703412382449,0.433962838175751,0.326922992170738,0.389441978067238,0.572284571863117,0.302167175491127,0.420882351850921,0.490901937995676
"43",0.686010537563701,-0.0619247691785022,-0.0135810235799541,-0.164231789412277,-0.0463698761186866,-0.0541038155712228,-0.105380682611638,-0.0313318169150122,-0.142359095055217,-0.0713861008021139,-0.0202253380684387,-0.0903183917901177,-0.0244273320227205,0.0323185078194526,-0.0999250988136198,0.0881084059459751,0.0610421132155591,-0.0231196028241973,0.0272943977163195,-0.0392584676093429,-0.103453218273992,0.0315900074102351,-0.0870461663886459,-0.0278278891512704,-0.0409173724840691
"44",1.03627280847521,0.0916476981132385,-0.0508400442814128,-0.159545091285799,-0.00533005213670605,-0.0658017243470724,-0.00698236939513597,0.0181380787048911,0.0769984052553941,-0.0179001917756083,-0.00322635627211491,-0.0106723375108683,-0.00972828179000513,0.0470664367414976,-0.00847373050644266,0.143882339184225,0.123935382645677,0.0337029712676208,0.0299548624339497,-0.109653280555344,-0.133214729602629,0.283975568379077,-0.018324978568531,0.116038015575435,0.155920766694538
"45",0.560845116877347,-0.094641110458097,-0.098517634716308,-0.195219849598013,-0.0597258905498716,-0.139886378021576,-0.0864762177782954,-0.0528897354245746,-0.0750465327411062,-0.091699614885147,-0.048266511912873,-0.131252564205264,-0.0810278182870649,0.0302133835163165,-0.138620269955481,0.00471080256708306,-0.121369159318178,-0.0891320976930325,-0.0435768125172232,-0.2238245805127,-0.0819651390770735,0.0284700938770901,-0.107340527087993,-0.0470186326352223,-0.086596656295755
"46",-0.0797664316607498,-0.809366423248164,-0.872518727479759,-0.945253530337816,-0.829147520958617,-0.889926239337371,-0.819895315143108,-0.845039095762754,-0.878086692545724,-0.840246443292053,-0.873554459351509,-0.864050029094024,-0.830817450411736,-0.734233223948864,-0.877453462127437,-0.661280913994145,-0.838224203660188,-0.858506684205277,-0.821231532549884,-0.922124603807644,-0.888021032884266,-0.816492420762832,-0.865825349433363,-0.80958463472397,-0.853635446367287
"47",-0.183869634056208,-0.460336726988052,-0.48719974489967,-0.548279374952707,-0.418881918104772,-0.464846961782383,-0.562763790255255,-0.500159414871143,-0.588963823483388,-0.475149359205443,-0.44274304893227,-0.512823317659541,-0.460223311242224,-0.296565798438219,-0.524078577368864,-0.30841415947855,-0.4440862885723,-0.495928722867557,-0.427646632471926,-0.447321228594616,-0.504061516783345,-0.526697449304877,-0.439730757175096,-0.515435929337928,-0.465065766209959
"48",0.156084239769691,-0.484022151455806,-0.487971510550325,-0.660656773356077,-0.42953694392429,-0.543586075796553,-0.50507155759013,-0.477241889506769,-0.548991679511247,-0.515210287047207,-0.462985198727988,-0.519401552428581,-0.494969665500618,-0.386960451824252,-0.489406460046754,-0.311648870404659,-0.537841722097407,-0.52762791673058,-0.486403788278098,-0.621676739305268,-0.565291980959615,-0.40604761481217,-0.516220277977652,-0.493948796128162,-0.504238820352638
"49",0.372288749800436,1.15420852137433,1.101167102476,1.11487595004762,1.04565506559385,1.0515955198562,0.970316709564444,1.0857881554401,1.13686003040331,1.07581157358719,1.17680000003132,1.11831705567474,1.04638426123432,1.06973028395699,1.05851110335834,0.85688195357154,0.943550495851848,1.09016209865478,1.05534078219567,1.08157902816278,1.10856692191653,1.19475554610362,1.12992832694025,1.0901047629423,1.02906154203477
"50",0.11664795621618,0.0762197226577209,0.123833724600312,0.0609197649177419,0.0940015519679712,0.0786458728983291,0.0968852453814091,0.101816814028704,0.147998199020803,0.067727804758149,0.161555825383598,0.135288618418609,0.0109938605787848,0.175629104194377,0.103062289046752,0.0138952514888285,0.0230668633046007,0.098947545536563,0.019188802495381,0.167004370087107,0.123365667775021,0.173665715261803,0.0737602735459972,0.165889623532789,0.0393479074274535
"51",1.08083400478764,1.07678366716773,1.10906762835931,1.2005033193311,1.07244081937653,1.18048969916237,1.21101584060262,1.1356218942197,1.2030232830849,1.13739344500141,1.12481308303537,1.20573140759718,1.15460361263553,1.09849337859135,1.21507726873151,1.05787880351924,1.18834453124138,1.05866953574909,1.19191969834694,1.31665357471785,1.17407222360499,1.13265132412013,1.13827720939009,1.12295051781029,1.09953357616294
"52",0.494908346121941,0.981811842914428,0.874097361381675,0.898194920862752,0.894627673890872,0.950652363500745,0.955819651418521,0.892437758928292,0.926200810386356,0.865837695893261,0.839980804196394,0.896247568186853,0.851995489265493,0.793290214437465,0.877425275906147,0.890708258872934,0.532690892020995,0.86208802465572,1.02192945837147,0.849914396571531,0.7648297558517,0.912229885308881,0.795041663265636,0.853304308459598,0.796405444441505
"53",1.40274713109647,0.866658707431025,0.965495271577512,1.04108471754333,0.891023091403607,0.997312735414342,1.01889070068967,0.944782271848408,1.11186642702958,1.04101740685467,0.919329627949916,1.15573594175532,1.03814007602995,0.853794354952866,1.08892847562291,0.774366504586926,1.59448540754769,0.897422665913709,0.922226970367261,1.46268314213772,1.04978734950181,0.988803505167236,1.03905104280216,1.12911610343347,1.17718954813107
"54",0.964532243517927,0.44532374637508,0.416556067130854,0.492062710938357,0.345170603658907,0.507337695208202,0.502420274317298,0.411277835140062,0.533358261045629,0.433304635478212,0.368667376240732,0.515470632242696,0.460818512926285,0.35863232802989,0.52440614694983,0.373540929302592,0.749057470217333,0.378614957022154,0.464134532408852,0.67222402609724,0.414844280902499,0.481415669508311,0.421580299036536,0.491934466548657,0.552735615598115
