Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GWAS GSEA,2.934589e-01,1.085242e+00,2.010000e-01,2.010000e-01,2.010000e-01,124/209,53.57%,MAN2A1;MAD1L1;RBKS;ABCB9;SLC39A8;KLHL20;HAPLN4;ZNF823;GATAD2A;EMB;FRMD5;BCL11B;NEK1;FANCI;BBX;STRN;RBMS3;ZNF592;EIF5;CLCN3;FAM216A;RNF122;ZDHHC5;SCARA3;EFNA5;HCN1;PRKD3;CNTN4;DDHD2;SPECC1;MPP6;KANSL1;ARL5B;SCAND2P;LRRC37A4P;ATP2A2;BAG5;MC1R;CPEB1;CNOT1;KCNB1;THAP3;ST3GAL3;MFAP3;GRIN2A;CAMKK2;NT5C2;NGEF;KDM4A;CUL3;AIG1;ACE;ATXN7;RGS6;NLGN4X;WNT3;REEP2;PPP1R16B;TRANK1;WSCD2;SLC45A1;FRMPD4;ATF4;SOX2-OT;NEBL;GRAMD1B;ZNF365;FGFR1;MYO19;CLU;ASIC1;PLEKHM1;NRGN;CISD2;TMEM131;NRIP1;METTL15;EGR1;PDIA3;ZSCAN2;TMEM161B-AS1;CHRNA2;MLXIP;ACTR1B;EMX1;CACNA1I;PTGIS;CNKSR2;OLA1;PLEKHO1;NME5;CALN1;SETD6;BCL7A;UBE2D3;ZSWIM6;CYP7B1;GRM3;LINC01088;CILP2;STAG1;DNAJA3;NDFIP2;DBNDD1;DENND4B;LRRC4B;PTK2B;MRPL33;C12orf43;CXXC5;NDRG4;ANKRD45;AKT3;YTHDF2;SPG7;STH;DCC;CUL9;BRD8;NEGR1;TRNAU1AP;PLK2;DLGAP2;BRINP2
