89,121,109
89,121,110
89,121,111
89,122,109
89,122,110
89,122,111
89,122,112
89,123,109
89,123,110
89,123,111
89,128,127
89,129,127
89,129,128
89,129,129
89,130,127
89,130,128
89,130,129
89,131,128
89,135,105
89,135,106
89,135,125
89,139,115
89,140,114
89,140,115
89,140,116
89,140,117
89,141,106
89,141,114
89,141,115
89,141,116
89,141,117
89,141,118
89,141,119
89,142,104
89,142,105
89,142,106
89,142,107
89,142,114
89,142,115
89,142,116
89,142,117
89,142,118
89,142,119
89,142,120
89,143,105
89,143,107
89,143,114
89,143,115
89,143,116
89,144,106
89,144,107
89,144,114
89,144,115
89,144,116
89,145,103
89,145,106
89,145,113
89,145,114
89,145,115
89,145,116
89,146,103
89,146,113
89,146,114
89,147,114
90,121,109
90,121,110
90,121,111
90,121,112
90,121,113
90,122,109
90,122,110
90,122,111
90,122,112
90,122,113
90,122,114
90,123,109
90,123,110
90,123,111
90,123,112
90,123,113
90,123,114
90,124,109
90,124,110
90,124,111
90,124,112
90,124,113
90,124,122
90,124,123
90,125,108
90,125,109
90,125,110
90,125,111
90,125,112
90,125,113
90,125,114
90,125,123
90,125,124
90,126,108
90,126,109
90,126,110
90,126,111
90,126,112
90,126,113
90,126,114
90,126,124
90,127,108
90,127,109
90,127,110
90,127,111
90,127,112
90,127,113
90,127,114
90,127,124
90,128,108
90,128,109
90,128,110
90,128,111
90,128,112
90,128,113
90,128,114
90,128,125
90,128,126
90,128,127
90,129,108
90,129,109
90,129,110
90,129,111
90,129,112
90,129,113
90,129,114
90,129,125
90,129,126
90,129,127
90,129,128
90,129,129
90,130,108
90,130,109
90,130,110
90,130,111
90,130,112
90,130,113
90,130,125
90,130,126
90,130,127
90,130,128
90,130,129
90,131,107
90,131,108
90,131,109
90,131,110
90,131,111
90,131,112
90,131,113
90,131,126
90,131,127
90,131,128
90,132,105
90,132,106
90,132,107
90,132,108
90,132,109
90,132,110
90,132,111
90,132,112
90,132,113
90,132,126
90,132,127
90,133,105
90,133,106
90,133,107
90,133,108
90,133,109
90,133,110
90,133,111
90,133,112
90,133,123
90,133,124
90,133,126
90,133,127
90,134,105
90,134,106
90,134,107
90,134,108
90,134,109
90,134,110
90,134,111
90,134,122
90,134,123
90,134,124
90,134,125
90,135,105
90,135,106
90,135,107
90,135,108
90,135,109
90,135,110
90,135,111
90,135,120
90,135,121
90,135,122
90,135,123
90,135,124
90,135,125
90,136,105
90,136,106
90,136,107
90,136,108
90,136,109
90,136,110
90,136,118
90,136,119
90,136,120
90,136,121
90,136,122
90,136,123
90,137,101
90,137,102
90,137,103
90,137,104
90,137,105
90,137,106
90,137,107
90,137,108
90,137,109
90,137,117
90,137,118
90,137,119
90,137,120
90,137,121
90,137,122
90,137,123
90,138,101
90,138,102
90,138,103
90,138,104
90,138,105
90,138,106
90,138,107
90,138,108
90,138,109
90,138,116
90,138,117
90,138,118
90,138,119
90,138,120
90,138,121
90,138,122
90,138,123
90,139,101
90,139,102
90,139,103
90,139,104
90,139,105
90,139,106
90,139,107
90,139,108
90,139,114
90,139,115
90,139,116
90,139,117
90,139,118
90,139,119
90,139,120
90,139,121
90,139,122
90,139,123
90,140,101
90,140,102
90,140,103
90,140,104
90,140,105
90,140,106
90,140,107
90,140,114
90,140,115
90,140,116
90,140,117
90,140,118
90,140,119
90,140,120
90,140,121
90,140,122
90,141,101
90,141,102
90,141,103
90,141,104
90,141,105
90,141,106
90,141,107
90,141,114
90,141,115
90,141,116
90,141,117
90,141,118
90,141,119
90,141,120
90,141,121
90,142,101
90,142,102
90,142,103
90,142,104
90,142,105
90,142,106
90,142,107
90,142,113
90,142,114
90,142,115
90,142,116
90,142,117
90,142,118
90,142,119
90,142,120
90,142,121
90,143,101
90,143,102
90,143,103
90,143,104
90,143,105
90,143,106
90,143,107
90,143,113
90,143,114
90,143,115
90,143,116
90,143,117
90,143,118
90,143,119
90,143,120
90,143,121
90,144,100
90,144,101
90,144,102
90,144,103
90,144,104
90,144,105
90,144,106
90,144,107
90,144,113
90,144,114
90,144,115
90,144,116
90,144,117
90,145,100
90,145,101
90,145,102
90,145,103
90,145,104
90,145,105
90,145,106
90,145,107
90,145,113
90,145,114
90,145,115
90,145,116
90,145,117
90,146,100
90,146,101
90,146,102
90,146,103
90,146,104
90,146,105
90,146,112
90,146,113
90,146,114
90,147,101
90,147,102
90,147,103
90,147,104
90,147,114
90,148,101
90,148,102
90,148,103
90,148,104
91,121,110
91,121,111
91,121,112
91,121,113
91,121,114
91,122,110
91,122,111
91,122,112
91,122,113
91,122,114
91,123,110
91,123,111
91,123,112
91,123,113
91,123,114
91,123,115
91,124,108
91,124,109
91,124,110
91,124,111
91,124,112
91,124,113
91,124,114
91,124,115
91,124,121
91,124,122
91,124,123
91,125,108
91,125,109
91,125,110
91,125,111
91,125,112
91,125,113
91,125,114
91,125,119
91,125,121
91,125,122
91,125,123
91,125,124
91,126,108
91,126,109
91,126,110
91,126,111
91,126,112
91,126,113
91,126,114
91,126,123
91,126,124
91,127,107
91,127,108
91,127,109
91,127,110
91,127,111
91,127,112
91,127,113
91,127,114
91,127,123
91,127,124
91,128,107
91,128,108
91,128,109
91,128,110
91,128,111
91,128,112
91,128,113
91,128,114
91,128,124
91,128,125
91,128,126
91,128,127
91,129,107
91,129,108
91,129,109
91,129,110
91,129,111
91,129,112
91,129,113
91,129,114
91,129,124
91,129,125
91,129,126
91,129,127
91,129,128
91,129,129
91,130,107
91,130,108
91,130,109
91,130,110
91,130,111
91,130,112
91,130,113
91,130,114
91,130,123
91,130,124
91,130,125
91,130,126
91,130,127
91,130,128
91,130,129
91,131,105
91,131,106
91,131,107
91,131,108
91,131,109
91,131,110
91,131,111
91,131,112
91,131,113
91,131,114
91,131,119
91,131,120
91,131,121
91,131,122
91,131,123
91,131,124
91,131,125
91,131,126
91,131,127
91,131,128
91,132,104
91,132,105
91,132,106
91,132,107
91,132,108
91,132,109
91,132,110
91,132,111
91,132,112
91,132,113
91,132,117
91,132,118
91,132,119
91,132,120
91,132,121
91,132,122
91,132,123
91,132,124
91,132,125
91,132,126
91,132,127
91,133,104
91,133,105
91,133,106
91,133,107
91,133,108
91,133,109
91,133,110
91,133,111
91,133,112
91,133,113
91,133,116
91,133,117
91,133,118
91,133,119
91,133,120
91,133,121
91,133,122
91,133,123
91,133,124
91,133,125
91,133,126
91,133,127
91,134,105
91,134,106
91,134,107
91,134,108
91,134,109
91,134,110
91,134,111
91,134,112
91,134,116
91,134,117
91,134,118
91,134,119
91,134,120
91,134,121
91,134,122
91,134,123
91,134,124
91,134,125
91,135,105
91,135,106
91,135,107
91,135,108
91,135,109
91,135,110
91,135,111
91,135,115
91,135,116
91,135,117
91,135,118
91,135,119
91,135,120
91,135,121
91,135,122
91,135,123
91,135,124
91,135,125
91,136,105
91,136,106
91,136,107
91,136,108
91,136,109
91,136,110
91,136,115
91,136,116
91,136,117
91,136,118
91,136,119
91,136,120
91,136,121
91,136,122
91,136,123
91,137,101
91,137,102
91,137,103
91,137,104
91,137,105
91,137,106
91,137,107
91,137,108
91,137,109
91,137,114
91,137,115
91,137,116
91,137,117
91,137,118
91,137,119
91,137,120
91,137,121
91,137,122
91,137,123
91,138,101
91,138,102
91,138,103
91,138,104
91,138,105
91,138,106
91,138,107
91,138,108
91,138,109
91,138,114
91,138,115
91,138,116
91,138,117
91,138,118
91,138,119
91,138,120
91,138,121
91,138,122
91,138,123
91,139,101
91,139,102
91,139,103
91,139,104
91,139,105
91,139,106
91,139,107
91,139,108
91,139,113
91,139,114
91,139,115
91,139,116
91,139,117
91,139,118
91,139,119
91,139,120
91,139,121
91,139,122
91,139,123
91,140,101
91,140,102
91,140,103
91,140,104
91,140,105
91,140,106
91,140,107
91,140,113
91,140,114
91,140,115
91,140,116
91,140,117
91,140,118
91,140,119
91,140,120
91,140,121
91,140,122
91,141,101
91,141,102
91,141,103
91,141,104
91,141,105
91,141,106
91,141,107
91,141,112
91,141,113
91,141,114
91,141,115
91,141,116
91,141,117
91,141,118
91,141,119
91,141,120
91,141,121
91,142,101
91,142,102
91,142,103
91,142,104
91,142,105
91,142,106
91,142,107
91,142,108
91,142,109
91,142,110
91,142,111
91,142,112
91,142,113
91,142,114
91,142,115
91,142,116
91,142,117
91,142,118
91,142,119
91,142,120
91,142,121
91,143,100
91,143,101
91,143,102
91,143,103
91,143,104
91,143,105
91,143,106
91,143,107
91,143,108
91,143,109
91,143,110
91,143,111
91,143,112
91,143,113
91,143,114
91,143,115
91,143,116
91,143,117
91,143,118
91,143,119
91,143,120
91,144,100
91,144,101
91,144,102
91,144,103
91,144,104
91,144,105
91,144,106
91,144,107
91,144,108
91,144,109
91,144,110
91,144,111
91,144,112
91,144,113
91,144,114
91,144,115
91,144,116
91,144,117
91,145,99
91,145,100
91,145,101
91,145,102
91,145,103
91,145,104
91,145,105
91,145,106
91,145,107
91,145,108
91,145,109
91,145,110
91,145,111
91,145,112
91,145,113
91,145,114
91,145,115
91,145,116
91,145,117
91,146,99
91,146,100
