,cPC3
A1BG,0.6360412541897766
A1BG-AS1,-0.021673310996005668
AACS,0.6329658219696052
AADAT,-0.4357381260005725
AAED1,0.5277411018377691
AARS2,1.7018004129109854
AASS,-0.0961712431391587
ABCA1,0.7644229901654389
ABCA2,-0.19795468553166637
ABCA3,-0.17454278770806933
ABCA5,0.8018827937615466
ABCA9,1.15693644506148
ABCB10,-1.3078018475387465
ABCB6,-0.12105683334510664
ABCC12,-0.5624338863522093
ABCC5,0.12629234042214643
ABCC8,-0.6913260049289188
ABCE1,0.9629185698728921
ABCF1,-1.0489010143399877
ABCG1,0.7111586189196133
ABHD1,-0.7181504856021499
ABHD17A,-0.025011845348726813
ABHD17C,-0.9091673785016458
ABHD3,0.3239281054707985
ABHD4,-0.2609907637767309
ABHD6,0.7857635895144055
ABHD8,-0.25979221152976745
ABI1,0.22593069606875113
ABI2,1.2352118845398024
ABR,1.0556506356991744
ABRACL,0.46799216717382025
ACAA2,-0.47657536562420466
ACACA,-0.9280746614847906
ACACB,0.311244675665602
ACAD8,0.7672831745439321
ACAD9,-0.7264508387237267
ACADL,0.304365401585171
ACADVL,0.23169680463434275
ACAP2,-0.7503471334314364
ACAT2,-0.6603613784565031
ACKR1,1.3548041851677979
ACKR3,-0.39886329640355495
ACLY,0.36462079663720603
ACOT2,0.4104887295502998
ACOT4,0.5653778120189028
ACOT8,-0.3911964376107772
ACOT9,-0.7941018298701634
ACOX1,-0.4192014119361334
ACOX3,-0.5304358898256155
ACP1,0.9873998426712636
ACP2,-0.5842442122121883
ACSBG1,-0.019908485805780113
ACSF2,-0.005215870507784229
ACSF3,-0.8043582295557026
ACSL4,0.32434167248542234
ACSM5,-0.3213445480055929
ACTA1,-1.6406509093225816
ACTG1,0.13382125196206898
ACTL6A,-0.7931164155460501
ACTL6B,-0.19743950744144784
ACTR10,-0.6124487834598239
ACTR1B,-0.4302657967728648
ACTR2,-0.2526408931609032
ACTR3B,0.6998723906170975
ACTR3BP2,1.1848616736190805
ACTR3C,1.2276862636741142
ACVR2A,1.7457141925139257
ACY3,-0.4383020300376555
ACYP1,-1.3410769040360566
ADA,-0.757653705554611
ADAD2,1.0126836924884113
ADAM11,-0.04831636698397201
ADAM19,-0.26592346740986406
ADAM20P1,0.40103857720353475
ADAM28,-0.4644422819239686
ADAMTS19,-1.664353143928826
ADAMTS8,0.0361738217950496
ADAMTS9,-2.152776034635495
ADAMTSL1,2.426876239265022
ADAMTSL2,-1.783733706375306
ADAP1,-0.206666049153996
ADAP2,-0.014486988931365064
ADARB1,-0.8677949287030412
ADAT1,-0.9174519134758619
ADCK2,-0.6578326967591361
ADCK5,0.38651348735045377
ADCY1,0.42899504558328677
ADCY2,-0.7212100337799343
ADCY6,-0.22759265235108228
ADCY7,-1.2307658512289594
ADCY8,1.5361552116085908
ADCYAP1,-1.4814209427461957
ADCYAP1R1,-0.0978640862420548
ADGRA1,0.23385857884819963
ADGRA3,-0.5090753305563146
ADGRB3,0.36493094338831095
ADGRG1,-0.29145100346276487
ADGRG6,-0.27590969402161347
ADGRL2,0.08938883630506211
ADGRL3,1.685824094186597
ADGRV1,0.976241334712737
ADH5,1.3255209859542145
ADI1,-0.5119984077486471
ADIPOR1,0.8499120043199309
ADIRF,2.5530669727636606
ADK,1.0803398419294423
ADM,0.06081354003930246
ADM5,0.7850721318547668
ADNP,-0.8135529716646261
ADO,-0.7492953603563054
ADRA1B,-1.7827106426504584
ADRA2A,-0.5183265144874237
ADRA2C,-0.20807942525624748
ADRB1,0.4398900000103528
ADRB2,-1.0320070011241969
ADSS,-0.07405188783169851
ADTRP,-0.7521994666949879
AES,-0.17776160349643327
AFAP1L1,-2.3362943759913235
AFF2,1.5742845555997733
AFTPH,-1.3398808219780758
AGAP1,0.9598433583599365
AGAP2,1.4052465717867595
AGAP3,0.3211067177230241
AGBL4,-0.012010011190842095
AGFG2,-0.16045865003032406
AGGF1,-1.2408079604369762
AGL,0.26804697565363234
AGMAT,-1.7735721551245374
AGO4,0.3963833427262342
AGPAT3,0.19748163909611416
AGPAT5,0.41994682182610554
AGRN,0.9767763945013443
AGTPBP1,-0.7633812582316712
AHCY,0.7766086539315572
AHCYL1,-0.7915207422061803
AHNAK,0.119277632038957
AHRR,-0.1665121798930753
AHSG,-0.6578051516700496
AIF1,-0.2707223020212601
AIFM2,-0.8070018069971218
AIFM3,-0.5737355886104908
AIM2,0.8785432491854406
AJAP1,-0.2966615677480479
AK3,0.3896420721696704
AK4,0.3790306478196153
AK5,1.2893833654219213
AK8,0.18525863498768397
AKAP13,2.1746390933474204
AKAP5,1.5614184824474322
AKAP8,-1.7514993488057686
AKIRIN1,1.591195236898174
AKIRIN2,1.3908396242173449
AKR7A2,-0.20501113120481462
AKR7L,-0.005835887024889434
AKT3,1.2334864822583322
ALAS1,-0.531196802425194
ALCAM,0.3571759918999195
ALDH1B1,-0.4505761747656238
ALDH1L2,-0.1543828221450891
ALDH2,0.2868048257226877
ALDH3A2,0.5925578411953297
ALDH3B1,0.27607122406467627
ALDH5A1,0.46609198132490154
ALDH6A1,-0.11963555030801105
ALDH7A1,1.2373589565784118
ALDH9A1,0.691527619979358
ALDOA,-0.3849443990867057
ALG10B,-1.2889227939249823
ALG13,-1.2663667036461748
ALG5,-1.1203920177606508
ALG8,0.8667623271373669
ALK,-0.3706107843006165
ALKAL2,1.483279578540329
ALMS1P1,1.181495813239323
ALOX5,-0.3871708494661407
ALOX5AP,-0.20438914386224902
ALPK1,0.6003416892171194
ALPL,-0.314381739194991
ALS2,0.24321824943406473
ALS2CR12,0.6047996733789421
AMER2,0.029391615337741712
AMER3,-0.20431627449331113
AMFR,0.3544929765929195
AMIGO2,-1.3513356557860103
AMMECR1,-0.9449574765217421
AMMECR1L,-1.8581929731974283
AMN1,-0.11427354153810747
AMPD2,-0.7510013391887952
AMPH,0.4641278363869424
AMZ1,-0.0344804445392446
AMZ2,-0.26286989718610737
AMZ2P1,1.1556623640091441
ANAPC11,-0.7659640049809259
ANAPC15,-0.594832479915537
ANAPC4,0.30998140354623194
ANGEL2,0.05969131443380764
ANK3,1.4740806531170814
ANKIB1,0.7598437952519353
ANKLE2,-0.48718088003890064
ANKRA2,-0.18278168170810485
ANKRD11,0.3237495355828479
ANKRD13D,-0.5436670893559082
ANKRD18B,2.4685952580712187
ANKRD19P,1.1055664563922074
ANKRD2,-0.6325108980581806
ANKRD20A11P,2.0422263403697567
ANKRD20A5P,1.9854182988977036
ANKRD24,-0.19470640359402114
ANKRD26,0.5287238126077001
ANKRD28,-0.47596119045299107
ANKRD30BP2,0.8268568899602285
ANKRD34A,-0.09241134279841488
ANKRD36BP2,2.03554490710957
ANKRD39,-0.16535058623921597
ANKRD45,0.21493529684525017
ANKRD46,0.2866506370806168
ANKRD49,0.17907989955548773
ANKRD50,0.7879000364966158
ANKRD6,1.0217976144162755
ANKRD9,-0.4949906815963239
ANKS3,-1.2109036988847974
ANKS6,-0.6586191180455612
ANKZF1,-0.8834205681930608
ANO2,-0.6730592948495249
ANO3,0.25272129930698345
ANO6,6.499992113613194e-05
ANOS1,0.1259038878043955
ANP32E,0.3630211193116972
ANXA1,-2.389729970251292
ANXA11,1.3683379345501727
ANXA2,-0.8485990245717948
ANXA4,-0.7600980754457227
ANXA7,-0.23595116245522857
AOAH,0.1598880156542677
AP1G2,0.8551882897046053
AP1M1,-0.3553032282398743
AP1S1,0.20996870453558242
AP2B1,0.5257913542154302
AP2M1,-0.2934042860876807
AP2S1,0.09857010995901078
AP3B1,0.12644960188574225
AP3B2,0.3605675726680664
AP3D1,-0.2714132162094793
AP3M1,0.46962208263384014
AP3M2,0.08196872439270093
AP3S1,1.2027955738201672
AP4M1,-0.9719963426945
AP4S1,0.022670181536462195
AP5B1,0.7624234920114672
AP5S1,0.6942274332314233
APBA1,1.7788276521346564
APBA2,-0.5765856704715968
APBB1,-1.1800910566163902
APBB1IP,0.16536760052871113
APBB3,-1.06667961793058
APC,0.47067723890505414
APEH,-1.3674194742644306
APH1B,-0.16349737340994486
APLN,-1.0146343708304801
APLNR,0.1661776290077319
APMAP,-0.21090740426458968
APOC1,1.5815061089852045
APOE,0.5988617363323898
APOM,-0.6408112183709458
APOO,0.368877368441395
APOOL,0.6517274598096485
APOPT1,0.7956702433560588
APP,0.2809090703774407
APPL1,-0.59657269887752
APPL2,0.3409380766865775
APRT,-0.007125866645695464
AQP1,-1.3312430812091507
AQP11,-1.0081170298946496
AQP4,-0.07220069726132775
AQP5,-0.9399371720163258
AQP6,-1.3591519639109781
AQR,0.6901673113448272
ARAP2,-1.125622496254779
ARF3,0.44220690332292534
ARF5,-0.10883094955762188
ARFGAP1,-0.012523925782962264
ARFGEF3,0.6347420826607502
ARGLU1,1.0351218498955705
ARHGAP10,-0.057756964587556296
ARHGAP12,-0.5312883139143412
ARHGAP18,1.8997329781111318
ARHGAP19,-0.07780313427756604
ARHGAP20,-1.1760813454959782
ARHGAP22,-0.3442850571772036
ARHGAP25,-2.934097614479491
ARHGAP26,1.0141545199800373
ARHGAP28,-0.2117825992657283
ARHGAP29,-0.2905227586706425
ARHGAP32,1.1797471784067766
ARHGAP33,0.3534183799982042
ARHGAP36,-0.25949952861017045
ARHGAP4,-1.3377659152143604
ARHGAP42,-0.5660563567163266
ARHGAP45,-0.767751322906456
ARHGAP5-AS1,0.37105544811738006
ARHGAP6,2.4432191968465906
ARHGDIA,0.6424304481317539
ARHGDIB,-1.5168790068210005
ARHGDIG,-0.5295268917239865
ARHGEF10L,-1.309346372311028
