,cPC4
A1BG,0.8119249847732568
A1BG-AS1,-0.08745388908955322
AACS,-1.2048810329653294
AADAT,-0.7887362609424788
AAED1,0.46001674354982736
AARS2,-0.28582704260221975
AASS,0.20934515743305568
ABCA1,0.5145759541896078
ABCA2,0.5376214988979828
ABCA3,0.6417305317276495
ABCA5,-0.5809233499449326
ABCA9,-0.37332028475405804
ABCB10,-0.5581987859452942
ABCB6,-1.509623415108391
ABCC12,0.6898968322695278
ABCC5,-0.06536964140651158
ABCC8,-0.2709182672675804
ABCE1,-0.6118349084606562
ABCF1,1.5055637715566692
ABCG1,1.2932680963819971
ABHD1,0.4566142638419202
ABHD17A,1.24539749642842
ABHD17C,0.720873542450448
ABHD3,-0.3744271158624019
ABHD4,0.06279288891089502
ABHD6,-0.42845794913103885
ABHD8,0.3586529786303551
ABI1,-0.13577559421027813
ABI2,0.1828133984120132
ABR,-0.25188137344182987
ABRACL,0.16038751346199123
ACAA2,-0.5074719620461993
ACACA,0.07246352602263718
ACACB,-0.0072795300983160335
ACAD8,-0.33700421934677266
ACAD9,-0.7161330811117809
ACADL,-1.6885457307105844
ACADVL,-0.6131986941555168
ACAP2,0.27349161798268234
ACAT2,-0.5736884365182165
ACKR1,2.206062966723211
ACKR3,-0.2695685691655205
ACLY,0.002583771588722043
ACOT2,-1.0724119069153641
ACOT4,0.43273235545358274
ACOT8,0.2493769922010761
ACOT9,-0.35987666463743945
ACOX1,-0.8410482924744612
ACOX3,-0.7626110084170957
ACP1,-0.3474998699537095
ACP2,0.46063628421799435
ACSBG1,0.7677735801539154
ACSF2,0.450204039574193
ACSF3,1.2680230917109832
ACSL4,-1.3163267037545336
ACSM5,0.9721179484816401
ACTA1,-0.9925665946772277
ACTG1,-0.5896801380145207
ACTL6A,0.17828919455461742
ACTL6B,0.8896289693449045
ACTR10,-0.4857989445441817
ACTR1B,1.5100892074830676
ACTR2,0.1767922810433744
ACTR3B,-0.5280088500358823
ACTR3BP2,-0.3129534733426667
ACTR3C,-0.9716067599493188
ACVR2A,-0.9205624944808448
ACY3,1.1807326893857744
ACYP1,0.2002890360644955
ADA,0.5527053587678672
ADAD2,-1.7214845241559813
ADAM11,-0.2597546387833899
ADAM19,0.3732404236937599
ADAM20P1,-0.5202418014354264
ADAM28,1.4471747807795126
ADAMTS19,-1.8797140619535528
ADAMTS8,1.3075073461688138
ADAMTS9,-1.6369250906457296
ADAMTSL1,0.07672949607088309
ADAMTSL2,-0.9189823449962637
ADAP1,0.5950849959835423
ADAP2,0.9260508841440891
ADARB1,0.300487121696844
ADAT1,1.0347209005142166
ADCK2,-0.013057766899643185
ADCK5,-0.14841911336934402
ADCY1,0.48067061965883345
ADCY2,-1.685378491900956
ADCY6,-0.13928365086557512
ADCY7,-0.6910072381880917
ADCY8,-0.5489019364759744
ADCYAP1,-2.2411211159392153
ADCYAP1R1,-1.2409591411083034
ADGRA1,-0.386670660376274
ADGRA3,-1.1849905578178792
ADGRB3,-0.4815944787858218
ADGRG1,-0.7331774431992629
ADGRG6,-0.5212403042719282
ADGRL2,0.12605828512608847
ADGRL3,-0.302419041046672
ADGRV1,-0.6764828228530793
ADH5,-1.2690008484900155
ADI1,0.6243748268206718
ADIPOR1,0.0962599350715081
ADIRF,-1.3782713446016717
ADK,-0.19335755103457813
ADM,1.580262520752331
ADM5,0.33718390718496605
ADNP,1.4530498275581902
ADO,-0.2235255272423465
ADRA1B,-1.4917188976618387
ADRA2A,-0.10648832388783415
ADRA2C,-0.06990203166124447
ADRB1,1.4155170545899782
ADRB2,0.3951768802821039
ADSS,-0.12683458827109556
ADTRP,-1.825056339554953
AES,0.285924357559891
AFAP1L1,0.2119009404839991
AFF2,-0.4166889119461695
AFTPH,-0.2483004847711868
AGAP1,0.29354182787427824
AGAP2,-0.7248439628585754
AGAP3,0.4448488687095017
AGBL4,-0.3598613669429507
AGFG2,0.21472408643076354
AGGF1,0.40476976716331403
AGL,-0.3061859203402021
AGMAT,-0.9366040783070817
AGO4,0.3452408927210263
AGPAT3,0.9152263532472341
AGPAT5,-0.15640149198014594
AGRN,0.48770986915866094
AGTPBP1,-0.8318441892036588
AHCY,0.4661483182917336
AHCYL1,-0.31217392555967377
AHNAK,-0.9606491881030311
AHRR,-0.9211431040481473
AHSG,-0.3262856829696199
AIF1,1.9090937218234134
AIFM2,1.0890241920707928
AIFM3,1.0952557602535433
AIM2,1.0112796932155015
AJAP1,-0.8532037569026097
AK3,-0.2037490786537424
AK4,-1.0131500200141887
AK5,-1.2609218575591772
AK8,0.5619333017053334
AKAP13,-0.038031536093231205
AKAP5,0.5657365052968945
AKAP8,0.19955158147640376
AKIRIN1,0.023230825698149122
AKIRIN2,0.14216445345001144
AKR7A2,-0.18632319079214055
AKR7L,0.5006615691277164
AKT3,-0.706416016998478
ALAS1,0.038666991756153984
ALCAM,-0.5576635990532319
ALDH1B1,-0.2877139770060072
ALDH1L2,-1.2756077391914047
ALDH2,-0.9077186034542832
ALDH3A2,0.4261275829636416
ALDH3B1,0.20223411243522219
ALDH5A1,-0.5416120969798434
ALDH6A1,-0.6427020719806791
ALDH7A1,0.7312507207857784
ALDH9A1,-0.1272044588473772
ALDOA,-0.02466975683858462
ALG10B,0.3404524079655835
ALG13,-0.4115475992266478
ALG5,-0.10619289327460292
ALG8,1.3136087465568405
ALK,-1.498336919293175
ALKAL2,-0.07199563707778148
ALMS1P1,0.13135627263183683
ALOX5,1.2437761551766617
ALOX5AP,1.7934972251475467
ALPK1,1.3032690410090622
ALPL,0.5987409244378531
ALS2,-0.13230260628327795
ALS2CR12,-0.8417021593292817
AMER2,0.3852667104775256
AMER3,-0.5448675647365908
AMFR,0.07439996508346944
AMIGO2,-0.7867903030728202
AMMECR1,0.45035764875828327
AMMECR1L,0.2405904097051703
AMN1,-0.05137676788015573
AMPD2,0.988210201001681
AMPH,-0.36554297157625265
AMZ1,0.39435601097749373
AMZ2,1.2674976568856442
AMZ2P1,0.44514847393062273
ANAPC11,0.45677846827362484
ANAPC15,1.3430775553433283
ANAPC4,0.7706280035374227
ANGEL2,1.2231860242895154
ANK3,-0.4343191565103317
ANKIB1,0.1764211307608418
ANKLE2,-0.08036334775253018
ANKRA2,0.7455030691435814
ANKRD11,-1.0457994950286786
ANKRD13D,1.1165887602801488
ANKRD18B,-0.36827332037174487
ANKRD19P,-1.0747485162949169
ANKRD2,0.5377545751805678
ANKRD20A11P,1.4188539358799628
ANKRD20A5P,2.5616647144641624
ANKRD24,0.05776420735053237
ANKRD26,0.6265486719994124
ANKRD28,-0.015966688055586438
ANKRD30BP2,-0.27775070519326556
ANKRD34A,1.3060494223364005
ANKRD36BP2,-0.7932609757386315
ANKRD39,1.85681101104428
ANKRD45,-0.6764332280859222
ANKRD46,-0.051962607344296446
ANKRD49,1.0252198849427747
ANKRD50,-2.3257429307101907
ANKRD6,-2.5342645698161044
ANKRD9,0.35391877967480595
ANKS3,0.519740046443376
ANKS6,-0.35059286939313566
ANKZF1,0.07084783009510656
ANO2,0.05526849681671118
ANO3,0.08123497027240274
ANO6,0.17231680866358084
ANOS1,-1.145413919236002
ANP32E,-0.045045761492600395
ANXA1,0.09040143136019077
ANXA11,0.47423786839798104
ANXA2,-0.22921098332845047
ANXA4,-0.9465714793250685
ANXA7,-0.9322976315566249
AOAH,1.539369480295867
AP1G2,0.09860541875798008
AP1M1,-0.0983746282651619
AP1S1,0.37356531989905284
AP2B1,-0.6440629265410558
AP2M1,0.20363543784843513
AP2S1,0.5840157719006334
AP3B1,0.9681873068191975
AP3B2,-0.13595864671464256
AP3D1,0.4037900479386996
AP3M1,-0.13521359370043828
AP3M2,-0.642873647231826
AP3S1,-1.6868549834159012
AP4M1,0.2332166990848873
AP4S1,-0.3867382191544099
AP5B1,0.8537371302902512
AP5S1,0.21456814957234452
APBA1,0.1718665990312324
APBA2,0.5318265731842893
APBB1,0.43543058392072964
APBB1IP,1.3032360848527607
APBB3,0.42425626318943965
APC,0.04520594101399796
APEH,0.6733317590644612
APH1B,-0.4773198915254821
APLN,-1.3211330481802661
APLNR,-1.285816219965124
APMAP,-0.9356764361959808
APOC1,2.6259534454572173
APOE,0.8363783856188313
APOM,-0.20155353558102831
APOO,-0.5001976676725363
APOOL,0.2172418805121224
APOPT1,0.5688436516139768
APP,-0.531484158044777
APPL1,0.5242133849110597
APPL2,0.14744870015174397
APRT,1.1156046175102738
AQP1,-2.4036048280337914
AQP11,0.6550323495977334
AQP4,-0.17310050566901067
AQP5,1.399846096834445
AQP6,0.34873202057268815
AQR,0.5161867828630895
ARAP2,0.9421992644285673
ARF3,0.5715389259355788
ARF5,0.46912452444073105
ARFGAP1,0.8571743194717002
ARFGEF3,-0.5151123905064771
ARGLU1,0.11437465851339731
ARHGAP10,1.3458093859563378
ARHGAP12,-1.3873361253545629
ARHGAP18,0.48268840920237216
ARHGAP19,0.09356798302854678
ARHGAP20,-0.33570790982144905
ARHGAP22,-0.31318461912170975
ARHGAP25,-3.424884270732186
ARHGAP26,-1.3350344104504406
ARHGAP28,-0.8091225779731958
ARHGAP29,1.314224663270746
ARHGAP32,1.405214041912698
ARHGAP33,-0.40712816677044983
ARHGAP36,-0.6070200262815939
ARHGAP4,-1.2590145076845838
ARHGAP42,-1.5831115938879627
ARHGAP45,0.6250991959530015
ARHGAP5-AS1,-0.11308177759199489
ARHGAP6,-0.5068763659115327
ARHGDIA,-0.1653006148342875
ARHGDIB,2.07480024946058
ARHGDIG,-0.9169000354975113
ARHGEF10L,-0.6055344204707827
ARHGEF12,0.7502893777676714
ARHGEF16,-1.2556874360894996
ARHGEF17,0.5028311821282517
ARHGEF2,1.3117788755555473
ARHGEF25,-0.5573040302983484
ARHGEF28,-1.6437768758500817
ARHGEF3,-0.8563546056106099
ARHGEF4,-0.8565927535509408
ARHGEF40,0.0030426496759195804
ARHGEF6,0.30510234068660375
ARHGEF7,-0.7034915829424051
ARHGEF9,0.6002217318895641
ARID1A,0.5259276016566322
ARID3B,1.4642583721945897
ARID5A,0.1620750730415703
ARL10,-0.9677539220840694
ARL14EP,1.3821431674735538
ARL15,-1.7945897099928991
ARL16,0.5065679200729858
ARL4A,0.05700168253062459
ARL4C,-0.8724021835500958
ARL5A,1.195334628947595
ARL8B,-0.317207513701316
ARL9,3.107690106536951
ARMC10,-0.1964158839366602
ARMC2,0.4344802199830066
ARMC7,1.269574982262302
ARMCX1,-1.994364243156453
ARMCX2,-0.7431314202063071
ARNT2,-0.3683193764531593
ARNTL,1.088009555353279
ARNTL2,-0.4837886826210402
ARPC2,-0.01777163990489865
ARPC5,-0.42254926408920984
ARPP19,0.25219203554773684
ARPP21,-0.21808458587970161
ARRB1,-0.16405453036248532
ARRB2,0.11315978397632744
ARSB,1.0118333822944159
ARSG,1.8643299134831532
ARSJ,-1.0238925362931928
ARSK,-0.9315567958368527
ASAH1,-0.90199096378586
ASAP1-IT2,-0.640822666596244
ASB1,0.6622568403145012
ASB5,0.7865127775477206
ASB6,-0.9066743741444993
ASCC3,0.8782108760473432
ASCL2,0.5101084538857265
ASF1A,0.12934337720636951
ASGR1,-0.6617867906611435
ASGR2,-1.356959118290833
ASH1L,1.02599801291898
ASH1L-AS1,-0.11150491250982252
ASH2L,0.35867599808655554
ASIC1,1.3079979798755532
ASIC2,-2.4768856848553864
ASIP,0.12333808022614716
ASL,-0.30860735575397197
ASNSP1,-1.4384274600038973
ASPHD2,1.9424021556692106
ASS1,-0.5106531410125992
ASTE1,0.07939804351843681
ASTN1,-0.5626638084205599
ASTN2,-0.4862686778474658
ASXL1,0.8460705333926608
ASXL2,-0.47262073430702317
ASXL3,-1.271089754096984
ATAD2B,0.16590247435840302
ATCAY,0.6885483237880549
ATF2,-0.7840822973566024
ATF4,-0.6310671672336329
ATF7IP2,1.0743697154076475
ATG10,0.4666167262717223
ATG101,1.534781068211655
ATG12,-0.43102875808105146
ATG4B,-0.4560467353161
ATG4C,-0.15290867459613375
ATG7,0.1608428523658641
ATG9A,0.863750567255772
ATM,-0.04341690641597945
ATN1,0.049094381557903674
ATOH7,-0.3656316741290227
ATOX1,0.8309027092163465
ATP10D,0.23123716808381725
ATP11C,0.5046805589331156
ATP13A2,-0.09833687975079294
ATP13A4,-0.4007182437597209
ATP1B2,0.19194834342615313
ATP2B4,-1.048023126437141
ATP2C2,-2.1757541253729005
ATP5ME,-0.3552406555066642
ATP5PF,0.7025498405274263
ATP6AP1,0.3304813523148268
ATP6AP2,-0.5754834236711246
ATP6V0A1,-0.9872984557446919
ATP6V0A4,1.3965164862328772
ATP6V0C,0.03514795690919473
ATP6V0CP3,0.386300684338549
ATP6V0D1,0.2955890012644177
ATP6V0E1,1.1741593315091243
ATP6V0E2,-0.21654483461745214
ATP6V1A,-1.2521164167512855
ATP6V1C1,-1.6642786159222662
ATP6V1E1,-0.17806111748658826
ATP6V1F,0.1097866408222649
ATP6V1G2,-0.168354083953504
ATP6V1H,-0.514908656459002
ATP7B,0.8142365318854821
ATP8A1,-0.6519061761979883
ATP8A2,-0.49544711465663754
ATP8B2,-0.1107605472010556
ATP9A,-1.389468033763545
ATP9B,-0.024346788604704978
ATRNL1,0.5749847203399842
ATXN2,0.3744412338253453
ATXN7L2,-0.6532747032000191
ATXN7L3,-0.009940401014480483
ATXN7L3B,-0.06445790884065324
AUNIP,1.550220093751151
AURKAIP1,1.1578522274887315
AUTS2,0.7607634876157024
AVIL,-0.0786766219917929
AXL,-0.5729671630432818
AZIN1,-0.5059521602818715
AZIN1-AS1,-0.45911653593868207
B3GALNT1,-1.2123461886950937
B3GALT2,-1.8728459961732897
B3GALT5-AS1,0.1244976357794979
B3GALT6,-1.4546872563788094
B3GAT1,0.33894962025408876
B3GAT2,-0.7637175210555485
B3GLCT,0.7730176385837333
B3GNT2,-0.13039404246288933
B3GNT4,-0.5734802414754288
B3GNT5,0.9288222069829092
B3GNT9,0.1546502834627961
B4GALNT1,1.176748194622573
B4GALT2,-0.46713017538833373
B4GALT3,-0.3557889359853541
B4GALT5,-0.15061865574164895
B9D1,0.9252306545657302
BABAM1,0.24878870561736927
BABAM2,-0.07904419248731627
BACE1,-0.6419031079700506
BACE2,-0.3440855249422462
BAD,0.46209671659214346
BAG1,-0.10383462090547567
BAG3,0.11541923058416126
BAG6,0.9217387528408273
BAIAP2,-0.6550826980620202
BAIAP2L2,-1.79656697889538
BAIAP3,-1.6999145485705591
BANP,0.7219464404027645
BAP1,0.43237249628346863
BARD1,1.3115047307597616
BASP1,-0.4361925665586002
BASP1-AS1,-0.107530685828834
BATF3,0.8832775771089645
BAZ1A,0.1759821276996718
BBC3,-0.7920750019732299
BBS7,-0.7394421611630584
BBS9,-0.4685345112147933
BCAN,0.9677909955144659
BCAR3,1.0068609900608236
BCAS2,0.0183901545074199
BCAS3,0.6763513526189405
BCCIP,0.7853945743588691
BCHE,0.3069146070643794
BCKDHA,0.4494302983093395
BCKDK,-1.078504998628695
BCL11A,0.6413976617695717
BCL2,0.6929379928073996
BCL2L2,-0.5009410559893547
BCL7A,-0.10502269378253537
BCL7C,-0.594203686095512
BCL9,-0.2987662242490586
BCLAF1,0.036871733116415215
BCLAF3,-1.688761068083657
BCOR,0.23401428455551887
BCR,0.1933816105966326
BCRP2,0.2679641545322374
BDH1,0.4290888232032866
BDH2,-0.39455426425370954
BDKRB2,1.9183803350337287
BDNF,-0.8061263498613015
BDNF-AS,0.14371750160284674
BEAN1,-1.2506571761965701
BECN1,0.1296039769546456
BEGAIN,-0.5772983027370848
BEND7,-0.000659726682344992
BEST1,0.6016647913360852
BEX1,-0.6828218308028772
BEX2,-0.1915168714365006
BEX3,-0.4567061569551651
BEX5,-0.00804708617163071
BFSP1,1.4793837309002007
BHLHE22,-0.15066613377407442
BHLHE40,-0.013762205971923873
BHMT2,0.5016386030596276
BICC1,0.6040625519764017
BICD2,0.1546034855788434
BICDL1,-0.03936861148138907
BICDL2,0.599106192516099
BID,1.3549146262303056
BIRC3,-1.610665674739266
BLM,0.828599633532264
BLMH,1.09699766853431
BLNK,1.3308346197491332
BLOC1S2,-0.2844653167603602
BMP2K,0.5064249704966718
BMP7,0.09434519869247031
BMP8B,-0.35310287296126414
BMPR1B,-0.4655050767328405
BMS1P14,0.6126281073475813
BMS1P20,0.7763905078607067
BNIP2,0.2062104387026029
BNIP3,-1.0284468345853932
BOLA3-AS1,-0.5036367484466119
BORCS7,-0.34933774236214726
BPHL,-0.6331485581204405
BRAP,-0.056493011272309414
BRCC3,0.29270232413123776
BRD2,0.16541698441975225
BRD8,0.7579006937016005
BRF2,1.0681756431541372
BRI3,0.9646130057674869
BRINP2,0.7985968150182289
BRINP3,0.2243764252345153
BRK1,0.023609029358578143
BRMS1,1.1111257994022807
BRMS1L,-0.40502548294421276
BROX,-0.33964620548811963
BRPF3,0.00539383240442103
BRSK1,0.47654928050334966
BRSK2,0.8050673692176303
BRWD1,-0.5199002483515248
BSDC1,0.5102340950811585
BSN,0.016414223625277852
BSPRY,-1.3689921546630106
BTBD1,-0.9835005836113475
BTBD10,0.2172937235455973
BTBD11,-0.8102960707871183
BTBD3,1.1331248349559957
BTBD6,0.6866141338761591
BTBD9,-0.3619441600901676
BTC,0.4527046707734129
BTG1,0.7147283162396237
BTG3,0.8873317822337793
BTN3A1,-0.3117360541663608
BTN3A2,0.07110015636613255
BTNL9,-0.9622976672960795
BUB3,-0.6040862492168277
BZW2,0.22147313915923436
C10orf105,-0.1610299421031096
C11orf1,1.0947687806238922
C11orf58,0.7700102048051004
C11orf65,0.3311273467658058
C11orf68,0.9390757167026267
C11orf71,-0.577200735950397
C11orf74,-0.4489118077636699
C11orf80,-0.4355156464834923
C11orf87,-1.1135523630136313
C11orf95,0.376455093985465
C11orf97,-0.2773395526179238
C12orf29,-1.9992756885484033
C12orf4,0.45861514526157393
C12orf43,-0.2789686455890399
C12orf45,0.019053274291515158
C12orf60,0.4338102526115663
C12orf66,0.6842602613150943
C12orf75,0.21664602784215445
C12orf76,-2.083136464151274
C14orf132,0.6948495482142824
C15orf41,0.4281342058912979
C15orf59,2.7135655662299354
C15orf61,-0.027550967857441527
C16orf45,0.39938710419131546
C16orf58,0.05217397876404216
C16orf70,0.12996685919987694
C16orf74,0.16419192748442124
C16orf87,-0.9073244503959662
C16orf91,0.7572903334675822
C16orf95,-0.4199227385549017
C17orf100,1.0048808919409364
C17orf51,0.4476884431746705
C17orf58,-0.8365843908354187
C17orf97,0.6209018570472691
C19orf12,-1.626588031788606
C19orf18,-0.3850155841080041
C19orf33,-0.29219097005398015
C19orf53,1.160023517847547
C19orf57,-0.44951864006988274
C1D,0.388981247830202
C1GALT1,-1.1039325830197086
C1QA,1.7904584527391836
C1QB,1.87643540138626
C1QC,1.31018140007375
C1QL1,-0.5190795246983497
