,cPC1
CCND2,8.348383750189724
CCND2-AS1,2.3265821904736916
CCNDBP1,7.322900847773905
CCNG2,8.426235317445485
CCNH,1.869892777214864
CCNK,-7.437052966806324
CCNL2,7.146304380402644
CCNO,3.404564541632438
CCNT2,3.6767919194742715
CCNY,-6.175294136153444
CCNYL1,7.029294007055
CCR1,-6.4156390882196055
CCSER1,3.412211147356572
CCT2,5.201133609697267
CCT4,6.2578433684219625
CCT5,-2.19793971439914
CCT7,5.446850205734874
CCZ1P-OR7E38P,-7.5882987319142305
CD163L1,5.542575793069576
CD200,1.691484621356163
CD226,-8.876114414369114
CD24,-1.8536783316405054
CD247,-2.7727592417511606
CD248,-5.9150729850010855
CD2BP2,5.7618572023139425
CD33,-6.173034258870529
CD3EAP,-6.854862222899869
CD44,-7.512016491194656
CD47,5.363221016566872
CD52,1.2001636395764645
CD53,-0.06960980839780224
CD55,-8.33240748949507
CD58,-3.6380761895844085
CD59,-4.483144056136138
CD6,0.9831311461259619
CD63,-2.3893914800970126
CD68,-5.067723885660432
CD74,-4.9916854627466645
CD81,-5.4152346002739264
CD82,-4.977238842662505
CD83,-2.8603977384156494
CD84,-6.996431927816353
CD99,-9.051132014807777
CDC123,5.31310156339621
CDC14A,-3.8838418136462076
CDC14B,-4.486660445631366
CDC34,3.3287947983624244
CDC37,5.702732941969983
CDC42,-4.127475663398791
CDC42SE2,3.4954774921656617
CDC6,3.9949234880513083
CDC7,7.34519426216686
CDCA5,6.598851479948859
CDH10,10.36351774342738
CDH11,-5.636608650181777
CDH12,4.518361812625319
CDH13,7.507531572221596
CDH18,7.083195145428614
CDH2,-5.534901413355529
CDH22,10.489858357594585
CDH4,-2.845750096686222
CDH8,-2.3294647135953466
CDH9,1.7812698718558537
CDHR1,-3.105714249170975
CDIP1,7.725163619300741
CDIPT,4.334541222662834
CDK10,4.451990060507763
CDK17,-2.4425497032755743
CDK20,2.713024845530016
CDK5,5.41165193188126
CDK5RAP2,-6.231605884621471
CDK9,4.60260583823048
CDKL3,4.007188176707837
CDKN2AIPNL,7.335522800488099
CDKN2C,3.4866982059403533
CDKN2D,0.18433704110725524
CDKN3,6.557035444343702
CDS2,-5.583040915266859
CDYL2,3.257968598605754
CEBPA,-7.196446444962571
CECR2,-8.890937509723228
CELF1,-0.2369696083881171
CELF3,3.0977045368685565
CELF4,4.653933970307035
CELF5,2.4294204453231623
CELSR2,2.2005430298742663
CELSR3,3.552169821993955
CENPBD1P1,7.7289323193238
CENPF,1.366519191667131
CENPJ,4.668053194880633
CENPK,-8.614717767805491
CENPM,-7.5565201869306495
CENPQ,-5.258208271025139
CENPV,3.6292957648278583
CENPVL3,-9.095415431729277
CENPW,-0.33115775973260975
CEP112,-2.4324833653244595
CEP120,-7.137762746056126
CEP126,-4.511192645190502
CEP135,-0.8666429711769915
CEP162,-5.371839247790647
CEP170B,6.7078701383350845
CEP68,7.114061528228859
CEP70,-8.081572798420765
CEP72,7.588982662196062
CEP83,-4.357881739205791
CEP89,-3.316216345433478
CEPT1,-6.381863652603921
CERS6,6.1772928578046775
CES4A,3.273971486566874
CETN2,-5.12839920964443
CETN3,-6.525917732951341
CFAP161,-7.20248235791601
CFAP20,5.14886400825364
CFAP44,0.39462501643312764
CFAP52,3.9525786534944887
CFAP53,-5.976750460569591
CFAP61,-9.235791180552757
CFAP65,0.808247479255279
CFAP97,-7.4372393525533225
CFD,-3.7362108799039095
CFLAR,-10.287359001690032
CFP,-2.315843403789968
CGNL1,-4.4509654520888295
CGREF1,4.142142725463439
CHAF1B,5.826541004612615
CHCHD4,3.1481300243413997
CHCHD6,1.3291160566860822
CHD3,-1.3452530107569833
CHD5,4.710238206004673
CHD7,-7.042524819647415
CHDH,-8.252632863481255
CHGB,0.13656932892474918
CHI3L1,-1.8151054754267515
CHID1,-3.34485546239416
CHL1,4.563090984388355
CHMP1A,-2.3738774529432005
CHMP1B,-0.9882442968930807
CHMP2A,1.4366550857901172
CHMP4A,-0.7067061109107581
CHMP4B,8.152353713356826
CHMP5,7.264049718634746
CHMP6,0.9471861201885581
CHN1,11.851916574806776
CHODL,-9.012816045611569
CHRAC1,-9.088410131998904
CHRD,9.427834427232893
CHRDL1,4.198774432290414
CHRM1,5.302438722079415
CHRM2,8.391594652040807
