ROI, Median Gray Value, Area
1,-0.04,1798
2,-0.24,2734
3,-0.31,2256
4,0.07,3794
5,0.31,2241
6,1.03,2460
7,0.45,2219
8,-0.07,4410
9,0.0,2546
10,-0.08,3608
11,-0.3,1214
12,-0.44,2613
13,-0.15,2598
14,0.06,4181
15,-0.3,5556
16,-0.53,5575
17,0.37,2047
18,0.0,4104
19,0.0,1319
20,-0.65,1843
21,-0.27,2259
22,0.0,2796
23,0.0,4074
24,-0.59,2580
25,-0.88,2492
26,-0.75,1942
27,0.38,3628
28,0.0,3838
29,0.0,1609
30,0.0,2396
31,0.06,4666
32,0.11,6133
33,0.29,4115
34,-0.57,3164
35,0.0,4544
36,0.32,1303
37,0.0,1212
38,0.04,4969
39,-0.38,2578
40,-0.41,2077
41,-0.73,5990
42,-0.28,1719
43,0.0,4752
44,0.27,4064
45,0.97,3737
46,0.13,6100
47,0.0,2245
48,0.1,1975
49,0.61,1338
50,-0.52,3168
51,0.67,803
52,-1.13,703
53,0.41,398
54,0.19,459
55,-0.81,457
56,-0.85,444
57,-0.56,1361
58,-0.61,732
59,-1.1,263
60,-0.62,219
61,0.0,212
62,0.0,260
63,-1.57,996
64,-1.95,1152
65,-1.67,677
66,-2.3,332
