ROI, Median Gray Value, Area
1,0.67,1798
2,0.52,2734
3,0.67,2256
4,-0.06,3794
5,-0.43,2241
6,0.46,2460
7,-0.25,2219
8,0.48,4410
9,0.01,2546
10,1.27,3608
11,1.87,1214
12,1.29,2613
13,0.38,2598
14,0.57,4181
15,0.0,5556
16,0.31,5575
17,0.99,2047
18,0.0,4104
19,0.87,1319
20,-0.03,1843
21,0.0,2259
22,0.26,2796
23,0.0,4074
24,1.22,2580
25,1.86,2492
26,1.46,1942
27,0.16,3628
28,0.0,3838
29,0.0,1609
30,-0.04,2396
31,0.66,4666
32,0.96,6133
33,1.04,4115
34,0.0,3164
35,0.0,4544
36,-0.32,1303
37,0.0,1212
38,0.96,4969
39,0.43,2578
40,1.01,2077
41,0.77,5990
42,1.41,1719
43,0.01,4752
44,1.86,4064
45,1.07,3737
46,0.5,6100
47,0.26,2245
48,0.0,1975
49,0.72,1338
50,0.42,3168
51,2.42,803
52,1.03,703
53,2.34,398
54,2.43,459
55,1.12,457
56,1.43,444
57,1.99,1361
58,1.66,732
59,0.57,263
60,-1.49,219
61,0.0,212
62,0.0,260
63,-0.26,996
64,0.0,1152
65,-1.19,677
66,-1.02,332
