ROI, Median Gray Value, Area
1,0.43,915
2,2.09,1153
3,0.52,1001
4,1.19,961
5,0.53,760
6,0.86,1166
7,3.02,271
8,-0.07,1069
9,0.91,670
10,0.51,683
11,-0.2,1357
12,2.15,655
13,0.88,988
14,0.0,1737
15,0.49,1739
16,2.19,1354
17,1.68,750
18,0.79,1324
19,0.26,1669
20,0.71,1030
21,0.88,928
22,0.47,1026
23,0.47,1036
24,0.34,399
25,2.04,1014
26,0.85,1451
27,3.13,397
28,2.18,635
29,3.18,544
30,1.26,979
31,1.9,698
32,2.26,598
33,2.14,525
34,2.25,1401
35,1.94,1179
36,1.97,726
37,1.22,359
38,0.0,905
39,1.29,541
40,1.06,1015
41,0.47,658
42,1.38,509
43,0.59,1101
44,0.49,702
45,0.03,896
46,0.49,613
47,0.0,835
48,0.67,1080
49,0.0,854
50,0.78,1142
51,-0.0,848
52,0.0,631
53,0.46,550
54,1.83,1770
55,1.04,1525
56,2.23,1014
57,0.82,927
58,0.11,1103
59,1.65,738
60,0.0,374
61,0.51,1120
62,0.0,895
63,0.56,1255
64,1.27,640
65,0.59,1182
66,1.25,569
67,1.01,1588
68,1.94,966
69,0.73,711
70,0.98,724
71,2.36,1000
72,1.61,968
73,1.7,858
74,2.77,1683
75,3.94,513
76,2.75,622
77,3.46,541
78,3.61,457
79,3.53,724
80,2.3,1454
81,2.78,2190
82,0.0,1804
83,0.0,1175
84,0.97,739
85,0.26,656
86,3.03,1278
87,2.63,1489
88,1.85,1548
89,0.77,1615
90,1.21,1640
91,1.47,1297
92,0.88,1254
93,0.91,2159
94,2.04,599
95,2.74,817
96,0.77,991
97,0.13,942
98,0.27,480
99,1.6,863
100,2.93,1295
101,1.8,1066
102,1.91,1466
103,2.85,1321
104,1.73,2499
105,1.39,1383
106,1.46,1334
107,0.01,981
108,-0.1,765
109,0.67,677
110,0.0,459
111,0.0,337
112,2.31,1092
113,1.69,2767
114,2.29,1485
115,1.25,939
116,1.61,925
117,1.62,505
118,3.01,1237
119,2.21,722
120,1.7,1172
121,0.88,1122
122,-0.04,1351
123,1.26,884
124,0.73,2193
125,4.1,1318
126,3.16,1297
127,2.51,794
128,2.79,1679
129,3.45,1523
130,1.55,946
131,2.45,1517
132,1.55,1225
133,2.6,1470
134,2.26,1448
135,3.28,2144
136,2.16,1322
137,2.76,850
138,-0.05,1428
139,0.39,983
140,2.36,1099
141,2.44,942
142,1.26,1094
143,1.31,539
144,0.83,427
145,0.44,669
146,1.07,1218
147,0.82,571
148,1.34,854
149,0.0,528
150,0.75,1233
151,3.27,803
152,2.38,703
153,2.35,398
154,4.26,459
155,0.65,457
156,0.68,444
157,2.71,1361
158,1.42,732
159,2.19,263
160,2.24,219
161,0.0,212
162,0.0,260
163,-0.93,996
164,-0.66,1152
165,0.93,677
166,-0.02,332
