ROI, Median Gray Value, Area
1,-0.11,915
2,0.85,1153
3,0.0,1001
4,-0.13,961
5,-0.03,760
6,-0.38,1166
7,-1.03,271
8,-0.3,1069
9,-1.31,670
10,-0.42,683
11,-0.99,1357
12,-1.09,655
13,0.41,988
14,-0.5,1737
15,0.07,1739
16,-1.74,1354
17,-1.02,750
18,0.17,1324
19,-0.22,1669
20,-0.58,1030
21,-0.49,928
22,0.36,1026
23,-0.42,1036
24,0.44,399
25,1.58,1014
26,0.73,1451
27,-0.21,397
28,1.07,635
29,1.02,544
30,0.28,979
31,0.26,698
32,1.33,598
33,0.25,525
34,0.8,1401
35,0.83,1179
36,0.18,726
37,0.38,359
38,0.0,905
39,0.13,541
40,0.32,1015
41,0.42,658
42,0.01,509
43,0.68,1101
44,0.76,702
45,1.78,896
46,0.32,613
47,1.02,835
48,0.0,1080
49,-0.35,854
50,-0.28,1142
51,0.68,848
52,0.19,631
53,0.0,550
54,0.21,1770
55,0.09,1525
56,-0.17,1014
57,0.02,927
58,0.0,1103
59,0.58,738
60,0.0,374
61,0.25,1120
62,0.0,895
63,0.29,1255
64,0.0,640
65,0.68,1182
66,1.4,569
67,0.0,1588
68,0.54,966
69,0.12,711
70,0.7,724
71,0.76,1000
72,0.98,968
73,1.6,858
74,0.26,1683
75,-0.17,513
76,0.5,622
77,-0.29,541
78,-0.4,457
79,1.08,724
80,0.46,1454
81,0.38,2190
82,0.0,1804
83,0.0,1175
84,0.84,739
85,0.7,656
86,0.0,1278
87,0.85,1489
88,0.23,1548
89,0.08,1615
90,0.3,1640
91,1.03,1297
92,-0.55,1254
93,-0.16,2159
94,0.1,599
95,-0.06,817
96,0.4,991
97,0.61,942
98,-0.28,480
99,0.05,863
100,0.4,1295
101,0.03,1066
102,0.19,1466
103,1.18,1321
104,0.4,2499
105,0.0,1383
106,-0.68,1334
107,0.0,981
108,-0.12,765
109,0.56,677
110,0.0,459
111,0.0,337
112,0.28,1092
113,0.4,2767
114,0.18,1485
115,0.5,939
116,1.13,925
117,0.39,505
118,0.36,1237
119,0.66,722
120,1.36,1172
121,1.24,1122
122,0.88,1351
123,0.39,884
124,1.18,2193
125,-0.47,1318
126,0.45,1297
127,0.81,794
128,0.04,1679
129,-0.15,1523
130,1.0,946
131,0.3,1517
132,0.18,1225
133,0.93,1470
134,0.61,1448
135,0.76,2144
136,1.65,1322
137,0.13,850
138,-0.51,1428
139,0.0,983
140,0.85,1099
141,0.08,942
142,-0.29,1094
143,-0.26,539
144,0.47,427
145,-0.61,669
146,0.19,1218
147,-1.07,571
148,1.13,854
149,0.0,528
150,0.79,1233
151,0.75,803
152,1.34,703
153,-0.01,398
154,-0.02,459
155,-1.49,457
156,-1.13,444
157,-0.8,1361
158,-1.03,732
159,0.92,263
160,0.8,219
161,0.0,212
162,0.0,260
163,0.74,996
164,-0.39,1152
165,0.21,677
166,-0.95,332
