ROI, Median Gray Value, Area
1,0.01,1798
2,-0.08,2734
3,-0.2,2256
4,0.67,3794
5,0.39,2241
6,0.0,2460
7,0.67,2219
8,0.69,4410
9,-0.29,2546
10,-0.24,3608
11,-0.25,1214
12,0.95,2613
13,0.26,2598
14,0.01,4181
15,0.0,5556
16,0.57,5575
17,0.0,2047
18,0.0,4104
19,0.0,1319
20,-1.12,1843
21,-0.91,2259
22,0.01,2796
23,0.0,4074
24,-0.94,2580
25,0.41,2492
26,1.02,1942
27,0.5,3628
28,0.05,3838
29,0.0,1609
30,0.82,2396
31,1.25,4666
32,0.31,6133
33,0.02,4115
34,0.35,3164
35,0.0,4544
36,-0.63,1303
37,0.0,1212
38,1.36,4969
39,0.05,2578
40,0.12,2077
41,0.0,5990
42,1.1,1719
43,1.04,4752
44,0.93,4064
45,1.32,3737
46,0.27,6100
47,0.23,2245
48,0.39,1975
49,-0.3,1338
50,-0.64,3168
51,-0.6,803
52,-0.5,703
53,-1.09,398
54,-0.48,459
55,0.17,457
56,-0.05,444
57,0.69,1361
58,0.26,732
59,-1.26,263
60,-1.75,219
61,0.0,212
62,0.0,260
63,-1.8,996
64,-1.63,1152
65,-2.27,677
66,-2.54,332
