ROI, Median Gray Value, Area
1,-0.02,915
2,1.33,1153
3,0.36,1001
4,1.65,961
5,1.96,760
6,0.86,1166
7,1.24,271
8,-0.09,1069
9,-0.31,670
10,1.31,683
11,0.6,1357
12,0.14,655
13,0.03,988
14,0.07,1737
15,0.57,1739
16,0.76,1354
17,0.35,750
18,0.75,1324
19,0.0,1669
20,-0.68,1030
21,-0.08,928
22,-0.19,1026
23,0.09,1036
24,-0.09,399
25,0.6,1014
26,0.85,1451
27,1.78,397
28,0.83,635
29,1.12,544
30,1.01,979
31,1.44,698
32,2.13,598
33,1.26,525
34,1.35,1401
35,1.08,1179
36,0.74,726
37,1.35,359
38,0.0,905
39,0.67,541
40,1.33,1015
41,1.02,658
42,0.89,509
43,0.45,1101
44,0.39,702
45,0.11,896
46,0.47,613
47,0.18,835
48,0.0,1080
49,0.55,854
50,1.12,1142
51,0.35,848
52,1.15,631
53,1.48,550
54,0.19,1770
55,0.06,1525
56,0.34,1014
57,0.65,927
58,0.0,1103
59,1.01,738
60,1.15,374
61,0.46,1120
62,0.14,895
63,1.31,1255
64,0.56,640
65,0.61,1182
66,1.03,569
67,0.02,1588
68,0.67,966
69,0.66,711
70,0.33,724
71,1.43,1000
72,0.85,968
73,1.3,858
74,1.14,1683
75,2.03,513
76,1.74,622
77,1.95,541
78,1.81,457
79,2.39,724
80,1.45,1454
81,1.1,2190
82,0.0,1804
83,0.0,1175
84,0.53,739
85,0.01,656
86,0.71,1278
87,0.76,1489
88,0.25,1548
89,0.93,1615
90,0.24,1640
91,0.66,1297
92,1.16,1254
93,1.17,2159
94,1.53,599
95,0.9,817
96,0.96,991
97,0.78,942
98,1.27,480
99,0.0,863
100,1.36,1295
101,0.8,1066
102,0.75,1466
103,0.93,1321
104,0.61,2499
105,0.14,1383
106,0.67,1334
107,0.0,981
108,1.31,765
109,1.62,677
110,0.0,459
111,0.0,337
112,1.65,1092
113,1.25,2767
114,1.15,1485
115,0.83,939
116,0.08,925
117,0.0,505
118,0.53,1237
119,0.61,722
120,1.86,1172
121,0.49,1122
122,0.99,1351
123,0.89,884
124,0.76,2193
125,1.18,1318
126,0.97,1297
127,1.12,794
128,0.27,1679
129,0.67,1523
130,1.28,946
131,1.61,1517
132,0.63,1225
133,0.58,1470
134,1.76,1448
135,1.15,2144
136,-0.23,1322
137,0.11,850
138,0.0,1428
139,0.57,983
140,0.23,1099
141,0.46,942
142,1.16,1094
143,0.68,539
144,-0.25,427
145,2.35,669
146,0.37,1218
147,1.39,571
148,0.33,854
149,0.0,528
150,0.81,1233
151,1.1,803
152,1.01,703
153,0.72,398
154,1.07,459
155,1.95,457
156,0.68,444
157,0.36,1361
158,0.68,732
159,0.6,263
160,0.52,219
161,0.0,212
162,0.0,260
163,-0.3,996
164,-0.12,1152
165,-0.14,677
166,0.07,332
