"voxel","diagnosis_beta"
751,-0.122916732246958
752,-0.2071243296648
753,-0.275677745306207
754,-0.319782275189414
755,-0.541405453606375
756,-0.204427854688157
757,0.111816238113587
758,0.411109749845672
759,0.665767062508557
760,0.827555334930271
761,0.862181995176749
762,0.776146501422065
763,0.613690120396509
764,0.42739357703691
765,0.253760618156512
766,0.112908402823798
767,0.0163400349437991
768,-0.0360755916649811
769,-0.062741110049164
770,-0.0925066147712048
771,-0.976022799896677
772,-0.507250778782353
773,-0.0744024059375391
774,0.292340865380407
775,0.615606367691812
776,0.910991867545143
777,1.15225891082644
778,1.29248736206284
779,1.30086186678902
780,1.18065906453035
781,0.967678542707788
782,0.716125714996566
783,0.479582013001533
784,0.29607889118453
785,0.181531297301893
786,0.128992063612339
787,0.109772343327906
788,0.0825053963766783
789,0.0115817780730925
790,-0.636398206868061
791,-0.0976145720047109
792,0.351305397606056
793,0.689401806669066
794,0.958355001407775
795,1.18665803576042
796,1.35959233597662
797,1.44881476844633
798,1.43793154526578
799,1.3224387400408
800,1.11300579022134
801,0.846976474856822
802,0.583678263451154
803,0.377617733709765
804,0.254004647650611
805,0.205265386789785
806,0.196530889565485
807,0.174172301604114
808,0.0866021698399675
809,-0.865341089043593
810,-0.265563629834335
811,0.293700553715222
812,0.700972091811837
813,0.948239693068108
814,1.09577290850333
815,1.19395084703638
816,1.26122076607819
817,1.30578391759926
818,1.32355016968412
819,1.28312825917562
820,1.14822388076715
821,0.923978266589282
822,0.669221361100042
823,0.456116965149761
824,0.323118038193633
825,0.265970654712676
826,0.247788369873855
827,0.207826233686808
828,0.084327541199702
829,-1.09407329112471
830,-0.520057373492082
831,0.112838107803611
832,0.648042007002448
833,0.976995135011674
834,1.09952610049546
835,1.08797044933077
836,1.02428413502756
837,0.982186568527942
838,1.01686086677998
839,1.1222870903299
840,1.21603466484693
841,1.20133854443178
842,1.05166307969817
843,0.829371173749174
844,0.62200233669679
845,0.474525988480384
846,0.38283170897385
847,0.312937760002851
848,0.209391668161906
849,0.0156562814854634
850,-0.759696476942606
851,-0.140443066448275
852,0.480136987987456
853,0.959721280702487
854,1.20455069428672
855,1.21345731704735
856,1.05696859850198
857,0.846426071725102
858,0.717855846401351
859,0.772524623153808
860,0.988514460498213
861,1.22075939842408
862,1.31761151290622
863,1.23877099504579
864,1.05926314462778
865,0.872091625206557
866,0.711690176118995
867,0.564735199885085
868,0.404397755060232
869,0.195724331901449
870,-0.0946187344016115
871,-0.392693851732667
872,0.240018784610498
873,0.811489276671978
874,1.21936553921592
875,1.39722028631463
876,1.33656374374941
877,1.08922651559793
878,0.778980510681163
879,0.590907886136376
880,0.662592258092275
881,0.955039541550644
882,1.2733138526578
883,1.4344841614894
884,1.40374602596525
885,1.2689072103063
886,1.11395443086083
887,0.947898257138683
888,0.741684490561044
889,0.479063681988518
890,0.156106618396882
891,-0.726686406030225
892,-0.0729805351100428
893,0.551180466025029
894,1.05873627377608
895,1.39977860172911
896,1.54037501667213
897,1.46070111352347
898,1.18169542780935
899,0.820110279697845
900,0.58675102751086
901,0.64259840209523
902,0.945186479825783
903,1.28246228556983
904,1.46662507511691
905,1.47024474710607
906,1.3788182990283
907,1.25525292705232
908,1.08280089049224
909,0.822210492552517
910,0.471803817427727
911,0.0599265542008151
912,-0.58054877778026
913,0.110433608092538
914,0.71560131634018
915,1.17100526997117
916,1.47310004883753
917,1.6114901936631
918,1.55020115377658
919,1.27849626261975
920,0.899255032821192
921,0.629333842137882
922,0.639827816321081
923,0.899875614956401
924,1.21185839278573
925,1.39995933599133
926,1.43391479384466
927,1.37806462331922
928,1.26979216941188
929,1.07916175091674
930,0.770602402102331
931,0.359636970164916
932,-0.100544827954947
933,-0.561391323069304
934,0.130971425075652
935,0.714154466953407
936,1.14392576993879
937,1.44376499650887
938,1.60882385886716
939,1.58475587050513
940,1.34143303896918
941,0.973776908455075
942,0.690984280173445
943,0.658238993837928
944,0.857175697983072
945,1.12000321733756
946,1.29379567546974
947,1.34203983261569
948,1.30076903825481
949,1.18522646329205
950,0.965932501562843
951,0.6213037919508
952,0.180971146861327
953,-0.290200836262973
954,-1.24236227986989
955,-0.617555693208776
956,0.0470935746562864
957,0.608693739093688
958,1.03465096155047
959,1.35378137213285
960,1.55427562487687
961,1.57231282350769
962,1.37786466747538
963,1.0624121413457
964,0.81118678573678
965,0.762519808139144
966,0.899526920492735
967,1.08900310709281
968,1.21286072059023
969,1.23790730900449
970,1.17883658449215
971,1.03663753519392
972,0.789806462924347
973,0.43116704030469
974,-0.00615997291126279
975,-1.25959348382563
976,-0.67826061725581
977,-0.0539151519120512
978,0.488017115278508
979,0.916013883506278
980,1.24978828692955
981,1.4735166985262
982,1.53444598937059
983,1.41747668729698
984,1.20163666732479
985,1.02488577727845
986,0.979226750986748
987,1.04431281931105
988,1.12945047033981
989,1.16285812436924
990,1.12539973940462
991,1.02073059569075
992,0.843900576444677
993,0.583313926268938
994,0.238788534563447
995,-0.167231863245461
996,-1.24546988884125
997,-0.706239545744896
998,-0.120332142777859
999,0.402558991031303
1000,0.824066595492619
1001,1.15239812642216
1002,1.38180363728663
1003,1.48926538601381
1004,1.47446200654189
1005,1.38436737146769
1006,1.28981055413005
1007,1.23265681180099
1008,1.20177645743856
1009,1.16098097757685
1010,1.08670508049979
1011,0.973307415847677
1012,0.818049532572185
1013,0.615866191393076
1014,0.363134780718614
1015,0.056709680614221
1016,-0.301871651160928
1017,-1.21211381230059
1018,-0.703121197978682
1019,-0.14774146353161
1020,0.354142523678583
1021,0.756287164618619
1022,1.06219489059115
1023,1.28705444439433
1024,1.43952065752278
1025,1.52205059291603
1026,1.53676907869614
1027,1.48838440800306
1028,1.38588635887421
1029,1.24555884823586
1030,1.08771931112284
1031,0.925196600463284
1032,0.755667190660931
1033,0.569609713924689
1034,0.364070045740072
1035,0.138862589371791
1036,-0.11979137620803
1037,-1.18391979634314
1038,-0.693975123815015
1039,-0.160710954952023
1040,0.320362723459934
1041,0.697949691856367
1042,0.97652548215983
1043,1.18932498125523
1044,1.36386384552978
1045,1.49719886364196
1046,1.55618744635776
1047,1.50513632682279
1048,1.34299360439904
1049,1.11552807844956
1050,0.883394166959716
1051,0.677183065380821
1052,0.488561533701465
1053,0.300636096683599
1054,0.111752604122406
1055,-0.0797644748001053
1056,-0.299483637995945
1057,-0.716551494404349
1058,-0.200354283545997
1059,0.265704459739989
1060,0.625497183292706
1061,0.881072980253499
1062,1.07034242188395
1063,1.22624666699174
1064,1.34563888655016
1065,1.38876418545175
1066,1.31219369061566
1067,1.11434621752655
1068,0.852297701242814
1069,0.601165744032179
1070,0.394862066825254
1071,0.217661289942855
1072,0.0469977905447626
1073,-0.120005779744935
1074,-0.288929297915428
1075,-0.308899605008562
1076,0.147083934276838
1077,0.499979738955549
1078,0.740363420207125
1079,0.898041581259955
1080,1.00574442291001
1081,1.07203686694808
1082,1.07601497928755
1083,0.985507661244278
1084,0.79471841849808
1085,0.549465312459362
1086,0.317836134644476
1087,0.131518422228973
1088,-0.0266482188422923
1089,-0.181082865273831
1090,-0.337664733821927
1091,-0.50255641160961
1092,-0.0612353572077124
1093,0.289243163560627
1094,0.522110019978386
1095,0.653884746077008
1096,0.717189267256437
1097,0.736870108264292
1098,0.716067336876045
1099,0.636299636405632
1100,0.483648641280317
1101,0.281212839332654
1102,0.0788998576271241
1103,-0.0943183248805884
1104,-0.249053503636172
1105,-0.40572401753456
1106,-0.347293060078145
1107,-0.00436245691049866
1108,0.226761101365589
1109,0.350066542754126
1110,0.397339525742997
1111,0.402864061497708
1112,0.383238731205941
1113,0.328984256631774
1114,0.221056972854396
1115,0.0618280751736703
1116,-0.119653926001393
1117,-0.297860915689007
1118,-0.471868117904662
1119,-0.121923038432843
1120,0.0111600538859749
1121,0.0723791106911185
1122,0.0930352137519065
1123,0.089786096378391
1124,0.0583662294487135
1125,-0.017763826654563
1126,-0.147140542296899
1127,-0.318203655780768
1128,-0.350372782101373
1129,-0.258324574674317
1130,-0.208973693695968
1131,-0.194637993687419
1132,-0.216165894331758
1133,-0.280524391643252
1134,-0.395296911433859
1135,-0.430169002972661
1136,-0.206465473805399
1137,-0.0477499171234419
1138,0.0186944337787168
1139,0.00203280630353222
1140,-0.708239847854438
1141,-0.402870102410424
1142,-0.104286245017417
1143,0.190204125677358
1144,0.458002105444261
1145,0.652801288521509
1146,0.732375066453317
1147,0.695888733463694
1148,0.588770845113138
1149,0.462188780363237
1150,0.338302513114689
1151,0.221817858465257
1152,0.126657034922488
1153,0.0721416449003995
1154,0.060810147345766
1155,0.0762547723539761
1156,0.0971880199939083
1157,-0.625680756452062
1158,-0.211246075490812
1159,0.143564759516881
1160,0.464990960193709
1161,0.779551255020159
1162,1.07050003068738
1163,1.28146425854892
1164,1.35577667894035
1165,1.28035112470645
1166,1.09639930927043
1167,0.867346782288587
1168,0.643055014764578
1169,0.455341830178182
1170,0.328424217121005
1171,0.273844174218125
1172,0.277663320014359
1173,0.306474008573052
1174,0.326564545697129
1175,0.30243805992416
1176,-0.781473735387427
1177,-0.221800153979848
1178,0.253875993459051
1179,0.619042500656223
1180,0.925902837680624
1181,1.22128155120561
1182,1.49186300769182
1183,1.67858539897375
1184,1.72247877267816
1185,1.60226646374779
1186,1.34810495859612
1187,1.0279060784098
1188,0.716923004323632
1189,0.474013397091596
1190,0.332413011613213
1191,0.295127837243236
1192,0.33222964834412
1193,0.390937878336677
1194,0.41796085145807
1195,0.366951538868265
1196,-1.09555577896592
1197,-0.458939299627845
1198,0.166995209646964
1199,0.648269558955722
1200,0.970247418527661
1201,1.20802548087324
1202,1.42359443441225
1203,1.61441593513998
1204,1.73735267785636
1205,1.7463620048575
1206,1.61183409400255
1207,1.33835055574625
1208,0.980348166770476
1209,0.626516030572204
1210,0.35923138827857
1211,0.222060964403058
1212,0.212681018873404
1213,0.288613947719166
1214,0.378704121785339
1215,0.40801718031501
1216,0.319056096713149
1217,-0.804619545012025
1218,-0.0992443534809183
1219,0.538853051211394
1220,0.973085058431775
1221,1.20127105225288
1222,1.3109991726974
1223,1.38017506820261
1224,1.43861528459949
1225,1.48407001441788
1226,1.49020500696739
1227,1.40707637039831
1228,1.19386660980278
1229,0.872148230655459
1230,0.531340502591314
1231,0.273190601623258
1232,0.151284951255728
1233,0.160196795945341
1234,0.249941464055297
1235,0.3385126749017
1236,0.338419423641286
1237,0.190535480313839
1238,-1.10953159170967
1239,-0.447692474003611
1240,0.280671942009616
1241,0.888504750245933
1242,1.24917630841058
1243,1.36279890980321
1244,1.31302042151901
1245,1.19615957411318
1246,1.0989833066605
1247,1.08182982290759
1248,1.13455869900597
1249,1.16793558161974
1250,1.08112905589011
1251,0.855482093096187
1252,0.576630349801902
1253,0.357224545804677
1254,0.251805516258412
1255,0.250106787657141
1256,0.301486286070912
1257,0.327691148877002
1258,0.247638560346344
1259,0.0164414598509525
1260,-0.754348346805006
1261,-0.0576054546972918
1262,0.646384749124065
1263,1.19652649597642
1264,1.48660760107566
1265,1.50604941215686
1266,1.31568559523626
1267,1.02472186019228
1268,0.785885309989271
1269,0.729241197905095
1270,0.855220411161139
1271,1.0252037941658
1272,1.07904702953567
1273,0.968794852262976
1274,0.779229925262732
1275,0.619708585785406
1276,0.530281498307796
1277,0.489925383552406
1278,0.453533871014961
1279,0.363274610486068
1280,0.16473030877225
1281,-0.160122165637972
1282,-0.380349686692027
1283,0.310617767361518
1284,0.949799274542047
1285,1.42678440846066
1286,1.6650721348904
1287,1.63629883575285
1288,1.36368633565038
1289,0.954524186439787
1290,0.614328018314514
1291,0.530752344665778
1292,0.712069100064958
1293,0.980846212379637
1294,1.1381602249494
1295,1.12620864305339
1296,1.02853635391873
1297,0.936794516111978
1298,0.863545876644616
1299,0.772321664741847
1300,0.628437094995291
1301,0.406175882452943
1302,0.0888742500923174
1303,-0.746784062143339
1304,-0.0770231418903807
1305,0.578380925943061
1306,1.13355789595975
1307,1.5381305440806
1308,1.74813205364905
1309,1.71667265996101
1310,1.42469293085659
1311,0.964232576339939
1312,0.568235397994676
1313,0.457916102061532
1314,0.65028420576301
1315,0.955318178986864
1316,1.16483971841177
1317,1.22126685112283
1318,1.19825433157137
1319,1.16107356669329
1320,1.09487873337045
1321,0.952838917956108
1322,0.714533077302834
1323,0.387175112887581
