0,55.034,47.752,41.594,42.648,29.349,27.102,27.166,33.616,35.75,56.654,34.586,66.501,25.276,29.617,48.133,41.121,57.901,51.254,38.025,32.731,42.325,38.84,39.273,62.896,63.221,63.325,40.893,27.696,21.442,80.42,51.226,18.009,32.814,33.258,44.15,35.838,35.271,48.96,28.607,38.792
55.034,0,27.487,67.329,46.493,59.726,65.423,61.49,44.704,77.448,36.379,63.708,35.551,57.48,48.247,39.686,32.327,41.321,36.13,68.775,44.5,27.192,37.644,54.046,22.41,31.531,24.386,61.338,47.251,52.038,41.039,47.506,41.27,33.67,30.9,19.361,28.635,28.564,27.257,43.834,38.655
47.752,27.487,0,68.45,56.397,62.416,56.915,60.888,48.509,75.368,47.873,67.13,53.446,54.189,54.464,36.891,26.208,46.071,36.193,70.233,30.992,32.202,24.104,53.098,41.531,33.52,28.722,54.413,43.988,38.604,57.161,57.893,36.292,35.328,39.732,32.066,35.652,37.804,44.169,49.493,48.126
41.594,67.329,68.45,0,62.68,44.383,29.775,54.199,25.949,25.954,80.067,22.185,83.996,57.656,44.804,44.576,71.277,87.096,81.441,14.762,53.182,43.737,59.084,23.211,79.744,88.114,76.679,29.35,61.254,45.864,100.17,74.313,49.145,59.644,42.723,59.922,57.72,53.546,63.715,46.836,59.459
42.648,46.493,56.397,62.68,0,29.615,63.278,30.572,46.472,61.475,27.585,47.9,34.26,33.305,19.626,65.577,38.901,35.799,37.837,57.941,56.218,50.987,54.793,61.298,39.165,50.537,59.983,70.464,30.645,55.255,51.374,13.75,33.145,26.249,30.649,32.616,23.751,22.291,22.359,19.103,11.077
29.349,59.726,62.416,44.383,29.615,0,44.113,25.517,38.028,37.372,51.57,30.306,59.386,31.43,21.029,61.522,50.255,56.972,55.07,37.793,52.259,51.521,55.565,48.593,60.77,68.162,71.476,55.536,35.813,44.981,76.216,39.288,31.657,37.114,34.702,46.353,37.035,34.736,43.139,23.976,30.913
27.102,65.423,56.915,29.775,63.278,44.113,0,47.225,33.188,29.282,77.09,34.682,84.598,46.653,46.673,42.053,60.087,79.792,72.047,30.176,38.362,43.811,46.293,28.944,78.806,80.063,71.469,25.308,50.112,26.366,98.48,73.191,38.414,52.706,44.638,58.097,54.065,52.219,65.449,46.564,58.837
27.166,61.49,60.888,54.199,30.572,25.517,47.225,0,46.047,44.611,49.324,40.833,59.503,25.264,26.256,66.119,45.709,51.624,49.728,48.013,50.882,56.241,54.07,56.01,61.057,64.8,71.935,60.83,30.494,43.384,74.657,37.242,29.487,35.105,39.814,47.987,37.313,36.8,45.531,27.342,31.811
33.616,44.704,48.509,25.949,46.472,38.028,33.188,46.047,0,38.491,59.444,25.621,62.802,47.383,31.239,30.126,51.341,66.587,60.888,27.241,39.576,23.536,42.43,20.547,57.389,66.188,55.402,31.676,46.323,36.616,77.876,56.76,33.396,40.587,22.641,37.964,37.48,33.215,42.913,31.324,41.328
35.75,77.448,75.368,25.954,61.475,37.372,29.282,44.611,38.491,0,82.145,24.62,88.814,49.772,43.888,59.553,72.67,87.31,82.188,20.803,57.493,57.138,64.695,38.483,86.593,92.574,86.794,40.425,57.589,45.716,105.56,73.032,48.208,60.762,50.141,67.012,60.927,57.76,69.217,46.928,60.187
56.654,36.379,47.873,80.067,27.585,51.57,77.09,49.324,59.444,82.145,0,68.582,19.554,46.1,41.644,68.008,30.423,18.205,22.717,77.451,58.571,53.353,52.946,72.957,22.358,30.685,46.645,80.852,36.534,62.628,27.732,21.051,41.848,27.614,39.936,28.156,25.8,28.277,21.759,37.706,24.697
34.586,63.708,67.13,22.185,47.9,30.306,34.682,40.833,25.621,24.62,68.582,0,73.316,46.408,30.201,51.834,63.671,75.99,71.935,16.727,53.671,45.502,58.654,32.257,71.621,81.181,75.243,40.926,50.968,45.596,90.726,59.911,40.801,49.946,35.225,53.065,47.994,43.654,53.422,33.807,46.332
66.501,35.551,53.446,83.996,34.26,59.386,84.598,59.503,62.802,88.814,19.554,73.316,0,57.469,48.111,70.382,40.849,28.511,33.613,82.079,66.616,55.263,60.418,76.627,18.221,34.381,46.128,85.934,48.307,71.703,20.162,28.566,51.789,37.536,43.43,30.67,32.811,33.684,21.779,44.687,31.75
25.276,57.48,54.189,57.656,33.305,31.43,46.653,25.264,47.383,49.772,46.1,46.408,57.469,0,30.666,63.168,38.77,46.024,43.094,52.718,45.201,53.907,47.928,56.405,57.625,58.392,66.658,59.802,25.989,38.624,70.755,37.442,25.558,31.26,39.805,45.075,34.784,35.531,44.725,29.658,32.357
29.617,48.247,54.464,44.804,19.626,21.029,46.673,26.256,31.239,43.888,41.644,30.201,48.111,30.666,0,54.77,42.493,48.881,47.048,39.804,47.892,42.352,49.467,45.378,49.075,58.911,61.571,54.67,31.196,43.607,65.555,31.195,25.706,28.086,22.644,34.68,25.804,22.183,30.303,12.945,19.229
48.133,39.686,36.891,44.576,65.577,61.522,42.053,66.119,30.126,59.553,68.008,51.834,70.382,63.168,54.77,0,52.695,72.368,64.037,50.142,33.216,19.164,33.196,27.233,59.669,62.913,42.928,30.582,57.861,38.624,79.89,72.661,44.705,50.135,37.505,42.699,47.787,45.745,54.031,52.052,57.903
41.121,32.327,26.208,71.277,38.901,50.255,60.087,45.709,51.341,72.67,30.423,63.671,40.849,38.77,42.493,52.695,0,25.823,16.708,69.949,36.102,42.209,30.269,60.74,34.185,26.977,39.159,64.22,27.811,40.824,46.81,37.87,26.402,20.658,36.118,27.155,23.549,27.572,33.298,37.451,32.115
57.901,41.321,46.071,87.096,35.799,56.972,79.792,51.624,66.587,87.31,18.205,75.99,28.511,46.024,48.881,72.368,25.823,0,14.32,84.434,57.918,59.05,51.74,78.859,29.008,25.975,48.093,84.758,35.556,62.352,30.671,27.566,42.893,29.645,47.636,34.779,31.409,35.552,32.595,44.466,32.747
51.254,36.13,36.193,81.441,37.837,55.07,72.047,49.728,60.888,82.188,22.717,71.935,33.613,43.094,47.048,64.037,16.708,14.32,0,79.435,48.434,51.945,42.01,71.851,29.76,22.995,42.587,76.551,31.882,53.34,36.774,32.609,36.064,25.011,43.149,30.695,27.593,32.105,32.698,42.15,32.774
38.025,68.775,70.233,14.762,57.941,37.793,30.176,48.013,27.241,20.803,77.451,16.727,82.079,52.718,39.804,50.142,69.949,84.434,79.435,0,54.711,47.075,60.723,28.112,79.143,87.717,79.004,34.679,57.725,45.916,98.99,69.877,46.596,57.278,41.713,59.572,55.683,51.528,61.853,42.674,55.72
32.731,44.5,30.992,53.182,56.218,52.259,38.362,50.882,39.576,57.493,58.571,53.671,66.616,45.201,47.892,33.216,36.102,57.918,48.434,54.711,0,33.727,25.598,40.439,58.064,53.818,47.733,38.534,39.133,23.997,75.701,61.548,28.162,37.072,38.582,41.335,39.425,40.263,51.8,44.274,49.122
42.325,27.192,32.202,43.737,50.987,51.521,43.811,56.241,23.536,57.138,53.353,45.502,55.263,53.907,42.352,19.164,42.209,59.05,51.945,47.075,33.727,0,32.031,29.466,45.475,52.075,36.822,37.223,47.677,37.718,66.067,57.661,35.327,37.734,24.047,28.408,33.927,31.317,38.457,39.466,43.301
38.84,37.644,24.104,59.084,54.793,55.565,46.293,54.07,42.43,64.695,52.946,58.654,60.418,47.928,49.467,33.196,30.269,51.74,42.01,60.723,25.598,32.031,0,45.057,50.955,45.669,40.308,44.96,39.83,30.338,67.811,58.48,30.561,34.715,38.023,36.688,36.445,37.921,47.544,45.226,47.171
39.273,54.046,53.098,23.211,61.298,48.593,28.944,56.01,20.547,38.483,72.957,32.257,76.627,56.405,45.378,27.233,60.74,78.859,71.851,28.112,40.439,29.466,45.057,0,69.682,75.862,61.353,22.969,56.198,37.333,90.455,71.4,42.751,52.241,36.144,49.888,50.298,46.841,57.172,45.147,55.854
62.896,22.41,41.531,79.744,39.165,60.77,78.806,61.057,57.389,86.593,22.358,71.621,18.221,57.625,49.075,59.669,34.185,29.008,29.76,79.143,58.064,45.475,50.955,69.682,0,26.988,33.803,78.097,47.08,64.654,22.657,35.449,47.555,34.211,38.806,23.147,29.241,30.474,21.056,44.83,33.829
63.221,31.531,33.52,88.114,50.537,68.162,80.063,64.8,66.188,92.574,30.685,81.181,34.381,58.392,58.911,62.913,26.977,25.975,22.995,87.717,53.818,52.075,45.669,75.862,26.988,0,34.285,80.603,46.72,61.257,30.346,45.4,47.92,37.093,49.434,34.114,37.014,40.693,38.371,53.835,44.682
63.325,24.386,28.722,76.679,59.983,71.476,71.469,71.935,55.402,86.794,46.645,75.243,46.128,66.658,61.571,42.928,39.159,48.093,42.587,79.004,47.733,36.822,40.308,61.353,33.803,34.285,0,65.901,56.203,56.689,45.46,59.655,50.764,44.773,45.237,34.438,42.087,43.209,42.944,56.948,52.479
40.893,61.338,54.413,29.35,70.464,55.536,25.308,60.83,31.676,40.425,80.852,40.926,85.934,59.802,54.67,30.582,64.22,84.758,76.551,34.679,38.534,37.223,44.96,22.969,78.097,80.603,65.901,0,59.949,34.195,98.605,80.018,46.752,58.231,46.063,58.008,57.883,55.515,67.055,53.919,64.752
27.696,47.251,43.988,61.254,30.645,35.813,50.112,30.494,46.323,57.589,36.534,50.968,48.307,25.989,31.196,57.861,27.811,35.556,31.882,57.725,39.133,47.677,39.83,56.198,47.08,46.72,56.203,59.949,0,36.197,60.077,32.564,20.382,22.903,34.967,35.993,26.627,28.47,36.844,28.147,27.183
21.442,52.038,38.604,45.864,55.255,44.981,26.366,43.384,36.616,45.716,62.628,45.596,71.703,38.624,43.607,38.624,40.824,62.352,53.34,45.916,23.997,37.718,30.338,37.333,64.654,61.257,56.689,34.195,36.197,0,82.808,62.29,24.912,38.352,38.513,45.696,41.422,41.66,55.074,41.011,49.226
80.42,41.039,57.161,100.17,51.374,76.216,98.48,74.657,77.876,105.56,27.732,90.726,20.162,70.755,65.555,79.89,46.81,30.671,36.774,98.99,75.701,66.067,67.811,90.455,22.657,30.346,45.46,98.605,60.077,82.808,0,43.045,64.614,49.55,58.671,42.299,46.517,48.839,38.092,61.476,48.444
51.226,47.506,57.893,74.313,13.75,39.288,73.191,37.242,56.76,73.032,21.051,59.911,28.566,37.442,31.195,72.661,37.87,27.566,32.609,69.877,61.548,57.661,58.48,71.4,35.449,45.4,59.655,80.018,32.564,62.29,43.045,0,39.574,28.598,38.881,34.826,27.313,28.018,24.12,29.244,16.984
18.009,41.27,36.292,49.145,33.145,31.657,38.414,29.487,33.396,48.208,41.848,40.801,51.789,25.558,25.706,44.705,26.402,42.893,36.064,46.596,28.162,35.327,30.561,42.751,47.555,47.92,50.764,46.752,20.382,24.912,64.614,39.574,0,18.916,24.536,30.477,21.84,22.356,35.499,22.359,27.253
32.814,33.67,35.328,59.644,26.249,37.114,52.706,35.105,40.587,60.762,27.614,49.946,37.536,31.26,28.086,50.135,20.658,29.645,25.011,57.278,37.072,37.734,34.715,52.241,34.211,37.093,44.773,58.231,22.903,38.352,49.55,28.598,18.916,0,25.251,22.986,15.454,17.245,24.732,23.808,19.786
