1.27
0.01
0.05
-0.61
-1.04
-0.26
0
0.25
0.15
0.22
1.37
0.32
0.58
0.55
0.64
0.78
0.11
0.46
0.25
0.07
0.87
-0.21
0.3
-0.07
-0.1
-0
0.58
0.36
1.22
0.93
0.61
1.7
1.13
0.96
0.33
0.4
0.63
0.3
0.95
1.27
0.05
0.49
-0.51
0.93
0.19
0.25
0.52
0.8
-0.15
-0.04
2.19
1.2
3.47
2.75
1.31
1.81
1.39
2.02
0.99
-0.36
-0.72
-2.07
-1.02
-1.77
-1.24
-1.49
