0.51
0.02
0.91
0
-0.9
-0.01
0.15
0.06
0.33
-0.76
-0.72
-0.36
-0.05
0.65
0.37
0.42
0.45
0
0.65
1.12
0.94
-0.08
0.3
0.21
0.39
0.21
-0.31
0.92
0.91
0.09
0.61
0.71
1.37
0.93
-0.14
1.13
-0.2
0.86
1.04
0.93
0.8
-0.11
-0.6
0.84
0.18
-0.44
0.69
-0.36
0.85
1.02
1.62
1.2
2.17
0.85
0.57
-0.26
-0.14
0.95
1.34
1.48
-1.28
-2.11
-1.19
-1.7
-1.06
-0.77
