1,516
2,211
3,111
4,122
5,83
6,318
7,135
8,259
9,166
10,55
11,21
12,13
13,1
14,1
15,1
16,91
17,7
18,218
19,8
20,1
21,1
22,58
23,1
24,170
25,24
26,26
27,24
28,19
29,1
30,1
31,8310
32,10325
33,4590
34,5
35,428
36,112
37,22
38,10955
39,839
40,4895
41,41
42,542
43,6
44,212
45,102
46,1
47,7
48,1
49,3741
50,103
51,72
52,26
53,24
54,309
55,160
56,263
57,18
58,126
59,2
60,19
61,1
62,10
63,112
64,46
65,1
66,1
