"roi","diagnosis_beta","Advan_inno","BrainGluSchi","Baltimore","Dallas","dallas","boston","chicago","COBRE","HCP","A","C","MultidimCog","speech","KUT","KTT","UTO","Study_neura","Transdiagnostic2","Transdiagnostic1","no_Advan_inno","no_BrainGluSchi","no_Baltimore","no_Dallas","no_dallas","no_boston","no_hartford","no_georgia","no_chicago","no_COBRE","no_HCP","no_A","no_C","no_MultidimCog","no_speech","no_SWA","no_HUH","no_HKH","no_COI","no_KUT","no_KTT","no_UTO","no_Study_neura","no_Transdiagnostic2","no_Transdiagnostic1"
"27",0.436400252377556,-0.959365583136448,-0.320922203648745,0.28636975578676,0.752666504214085,-0.111840081344595,-0.0131523341163183,-0.405396464569919,0.62384501252774,0.209368437456433,1.37035873267114,0.546999059644952,0.704838799380667,0.82951487532995,1.14791128235375,0.662494015442681,1.32401794379551,0.21761628058056,-0.161063114823805,-0.0101166777055407,0.548757469871261,0.488845356248769,0.450804561068402,0.41221531007019,0.481806807233001,0.449179669052596,0.440684476970969,0.445824504015002,0.48012429752853,0.408061109460822,0.497759327554392,0.370933249944677,0.439026355933372,0.380158231976669,0.423432339029395,0.452918877355162,0.431472404669678,0.438074696664997,0.445490547435939,0.317371888580384,0.397662352639498,0.367422491826742,0.451908658274144,0.443624834796695,0.43393181961217
"28",0.50930993703667,-0.783904229595664,0.123732132757922,0.532253529637075,-0.609597590665651,-0.378245617023232,-0.294471085107333,0.950488527922293,0.713178345267048,0.775580184336094,0.487512479505434,0.902150978921952,0.154146089833271,1.76584844879385,0.792015591470101,0.65340734994494,0.0867913192208304,0.643570655700377,0.552335330938559,0.362216670255654,0.606125793991792,0.526164668296889,0.491233980037357,0.549533400506862,0.56433800869849,0.556510784768704,0.506698580465739,0.525396127137757,0.473437877302375,0.47767819446201,0.47854387582674,0.509708888957997,0.490116775852779,0.53523709845015,0.45098548034748,0.528285711783238,0.50268297006721,0.521171831712624,0.482782599119018,0.454873127572934,0.448286292779975,0.563726953204326,0.489749278087167,0.499446203469879,0.483761231878984
"29",-0.339994593169057,-0.132467929812838,0.135398570803515,-0.20549567347725,-1.57503403467448,-0.295213487159736,-1.2001928082339,-0.423315422967616,-0.35024190663717,0.256451407147711,0.0841135281915762,0.434290252576433,-1.09133788021553,0.0946156708665886,0.455120028799815,-0.662986920065136,-0.432795917367079,0.222070534813601,-2.81036408553294,0.94783143967383,-0.347367374147047,-0.366483477996902,-0.383600987471883,-0.272440119739614,-0.330695246919865,-0.2741935059214,-0.341502056734391,-0.335811608683767,-0.356312303119877,-0.328657225243198,-0.37824676000615,-0.35560130962866,-0.375195514282529,-0.250271795517226,-0.370907926019589,-0.346804838068771,-0.35034932194313,-0.34957009820163,-0.346114768296805,-0.447103965586394,-0.299607591658512,-0.328051845879712,-0.356638646697381,-0.214417637155621,-0.399074529319007
"30",-0.179322652769997,-0.258618495196807,-0.788786588920923,0.308674099864554,0.348816502404471,0.172850890332392,-0.078769397185536,-0.603376690794268,-0.375527071876978,-0.829251992926405,0.935816120306985,-0.0785859952508162,-0.221637202036754,0.295433230597296,-0.351142406883801,0.200974090295205,0.367886563224523,-0.0794135024204151,0.0610954801569959,0.36323170850965,-0.178752953991914,-0.140549683845039,-0.249228079832017,-0.191970153904403,-0.193554845250468,-0.184388376259218,-0.175535534871188,-0.193848635000822,-0.157718660884237,-0.154716343207596,-0.0608226948629649,-0.218189095982705,-0.171373003483844,-0.176886456620643,-0.200705898147906,-0.1577381151608,-0.183100914429167,-0.165899703750815,-0.178865914664841,-0.147194436613125,-0.209180052665079,-0.220823055195026,-0.169128443648556,-0.183901296128449,-0.217740829487013
"31",0.528078757515661,0.350339962172185,0.286389528785684,0.0432349565667509,0.703360583048373,0.778860035220117,-0.332897058280413,0.828054104833154,-0.0427128868637773,0.180642257604558,1.36763553680156,1.19794977099043,-0.221274410781528,0.310863967306025,0.614345015720766,1.03866716357346,0.74820866906596,0.383858356575425,-0.19062715819037,-0.0785666149425415,0.532356461062423,0.54129666834544,0.559741124484619,0.508433736119173,0.49838192883712,0.578383479573207,0.535159754264709,0.534821646896274,0.490206317669335,0.566970518176828,0.564951326716185,0.482877540750341,0.483972088910742,0.581259406815288,0.53777811330027,0.538193441564731,0.538897335272437,0.532553118255056,0.533740760940473,0.487982694098777,0.468918342929661,0.497213224848665,0.522490092674803,0.543886785331353,0.531530456293791
"32",0.684959113683771,1.17624873610318,0.900243268481995,1.32869809624579,0.602229248162667,0.13997123203301,0.992428794434784,0.866706932119181,1.19574193478613,0.29364212695259,0.464786978127811,1.06919725523049,0.403748119655606,0.840188545375841,-0.254456246443872,-0.337615537961754,0.801089150324874,-0.411699164018284,0.00403223508607641,-0.479487683117482,0.625256100246284,0.664973753775375,0.563452625210055,0.669641147988851,0.697587988337238,0.633675310456809,0.676103671793679,0.693768935667095,0.674669264514999,0.6251785537866,0.741766478292169,0.699105351800863,0.650509764473098,0.702143685873789,0.662427063886283,0.676468011437314,0.697188747981512,0.675505539927144,0.688358735911974,0.810617209844018,0.786648673415064,0.672543697387722,0.737621367759431,0.679793886857172,0.704777847443136
"33",0.974404685605631,1.4611512992889,1.1400717692257,0.771002866988656,1.25559975341074,0.66526795240475,1.98367955469917,0.494425964952402,0.464677987415488,1.31361357143501,0.444726233731488,0.892672718233615,0.175129940236953,0.808860929006944,1.03208791609691,-0.637799189117556,0.802867768239064,-0.136042211869075,-0.137352480620631,-0.242441484122622,0.919517757218154,0.950973027193668,0.959431875496354,0.94266488023427,0.973488726445895,0.855639565367162,0.986539944981672,0.979400587831036,1.00225361534753,1.00421149783888,0.945647814904282,0.995773335633015,0.960400275916602,1.02253893433748,0.964960646190484,0.967152551387882,0.972521651607117,0.970217436527933,0.975882832371656,0.931609786565853,1.09531706237176,0.967918940488519,1.0141697038824,0.984239923352328,0.992268315217532
"34",-0.281940264341898,0.360019850471608,-0.417364501444818,-0.282286842435386,-1.30649104747215,0.325796162631684,-0.56408087827756,-0.005026871560617,-0.207942933137013,-0.25992621200591,1.30799611190333,-0.613832304973878,-0.248221665481003,-0.751138758149814,-0.564349259053937,-1.04187577967256,-0.226370742273092,0.347205855580967,-0.124818234301427,0.529518727602315,-0.317133835536751,-0.275210186861347,-0.278562818105022,-0.219274439764978,-0.31758394571883,-0.238659109338758,-0.272731624987843,-0.285042471712434,-0.308669478472724,-0.281834957798511,-0.254301753426453,-0.371858904143544,-0.255745963720904,-0.329861058795803,-0.257993839668032,-0.290772344939602,-0.291742541792243,-0.2767232688168,-0.28486869535911,-0.275498529285079,-0.185414507861722,-0.284495686850282,-0.311310176913105,-0.264589894472021,-0.311228280166299
"35",0.572250513945681,-0.573861998624471,-0.217852763961783,0.208742681941128,0.336202440795317,0.6112772182907,0.32452028720349,1.12949802340087,0.450496484151791,0.142579142250412,0.549133073804552,1.37546907007757,-0.300514110156891,0.291182630405754,0.561820483398062,1.05632273378699,1.33193514486151,0.701197226433758,0.31403366523706,0.495564791653421,0.668325310091662,0.61463521737898,0.588989347029923,0.573718047098192,0.56440419259932,0.560474877105499,0.566493265903763,0.567027909230815,0.528329405900847,0.573717743722698,0.636871523092601,0.561835618427429,0.520718510917694,0.674932399163615,0.57479765881289,0.595924596380627,0.572816453775734,0.580025674269362,0.578778222514369,0.531884349895063,0.511435041377038,0.503470743278248,0.556690228076729,0.55660024449794,0.534414562947612
"36",-0.15800373500653,0.481909487562411,-1.03639022163566,-0.289263495701184,1.04056319811471,1.10257762161756,0.206904808519899,0.795206676981272,-1.12924993540869,1.26035225139435,-0.970999936571834,-0.224746083054045,-0.473682481832643,0.975951917017122,-0.951211242181269,-0.0474033461336092,-0.38938718031156,-0.293122652692087,-2.20648075975273,-1.56016357148158,-0.212141263905652,-0.122000796425365,-0.093555579914162,-0.197114951747733,-0.257162871996832,-0.188331390693804,-0.156482392628739,-0.151255759964017,-0.218130532021752,-0.0712934424779537,-0.333881723886434,-0.116946098120975,-0.168099951363818,-0.106046498146733,-0.220468949754401,-0.174115694420347,-0.167404793552122,-0.162890201255857,-0.146801693662526,-0.0862055958251491,-0.195014769417055,-0.140202099519928,-0.145374694751786,-0.0750705418656776,-0.0512085671007713
"37",-0.36340682451344,-0.946703273344372,-0.439293544432484,-0.609129222335127,-0.927776390038538,-1.23539980858009,-0.711614703160356,-0.60012586205761,-0.599438855227994,-0.478058803074868,-0.633622521968161,-0.440107060255614,-0.0988642767330851,-0.376051645242977,0.247940602393529,-0.272800253857663,0.290756043065629,0.289503961208942,0.360982599415718,1.46480937525568,-0.326574277095655,-0.347619207077954,-0.315333130821717,-0.334045127942361,-0.291711617220446,-0.311793012890302,-0.380976334946085,-0.37379704743917,-0.348107993324498,-0.342296156509261,-0.32787151806735,-0.334272040454018,-0.35376872974878,-0.407007181522112,-0.350318193814898,-0.373792894436318,-0.356118783174227,-0.356307105383155,-0.390928699602591,-0.422847439477857,-0.383465871487112,-0.410819864254969,-0.410358167361536,-0.374820855849919,-0.454404738899461
"38",0.8291561204378,1.77344893689149,0.501380611148861,0.740142075123978,0.672863874833533,-0.368557711399929,1.50844040230635,0.100030834897296,0.451320537712795,0.947561023763766,1.804159571492,0.856965669449802,0.255055083098698,0.461140574862075,0.23106199285508,-0.293431732885587,1.20413420569,-0.419507398336871,-0.734559574866574,0.347344252248555,0.733729249494318,0.834087594030006,0.801462098007315,0.822562304866432,0.88281131333,0.723484701153772,0.831036537338087,0.834458063749729,0.876012415462095,0.845552823897337,0.840853662558398,0.762505712262874,0.801168388696452,0.891785114061945,0.834195430925597,0.816623889534401,0.830351894741932,0.818879164231142,0.831955901194236,0.86479862621608,0.916966129924911,0.780635531087701,0.878405439431369,0.860968899812832,0.796184146642454
"39",0.950001871078405,-0.401667202376952,-0.12507819368849,0.221174213541778,-0.584696808657234,0.581140222664351,0.597401351521705,1.25310535571064,1.62105538078366,1.79410155304619,0.187815158188609,1.09576229574485,0.868420435471613,-0.145260358339307,1.21885499909572,0.812516569707447,0.729276381716549,-0.240302675100226,2.05924485584495,0.541636795076002,1.03718229010419,0.989236431412014,1.01405140093131,0.99263501636562,0.976697180761502,0.964607670253584,0.952431913763423,0.941110538270978,0.915545873889858,0.862842584341578,0.934039152142456,0.98143002750894,0.922206927433087,0.928017480150008,0.990679166977093,0.943322733525426,0.956204583519094,0.955563372268703,0.938781789699407,0.893085524816557,0.887407373029273,0.967937115633432,0.991801454852341,0.872183810908071,0.916883069495814
"40",1.17333914598802,0.8337294362941,0.987930348147044,-0.0210786666359122,-0.464542367229022,0.363471237331596,0.0453183954392112,1.77367992688963,0.0837557335567512,2.28243172397561,0.133749477856019,0.687719686662027,0.554325484676309,1.36252623053948,0.464298407478125,0.392646726732525,0.256253430594193,0.392259221658246,1.81465755915071,1.86239761441783,1.18186562869238,1.14551785649079,1.2690536623132,1.21527855888859,1.20522886274288,1.24157673297473,1.17405786663467,1.17614883416925,1.11851949726936,1.22977737673531,1.08205537019445,1.20493318282587,1.16075461014217,1.16306844076969,1.14078089933713,1.15706977902608,1.17053511259172,1.17647590622658,1.16402305177955,1.20771609155679,1.17137690037776,1.23365008644055,1.19007477074379,1.08160529100743,1.04356820102357
