risk_score1,risk_score2,risk_score3,risk_score4,risk_score5,risk_score6,risk_score7,risk_score8,risk_score9,risk_score10,risk_score11,risk_score12,risk_score13,risk_score14,risk_score15,risk_score16,risk_score17,risk_score18,risk_score19,risk_score20,risk_score21,risk_score22,risk_score23,risk_score24,risk_score25,risk_score26,risk_score27,risk_score28,risk_score29,risk_score30,risk_score31,risk_score32,risk_score33,risk_score34,risk_score35,risk_score36,risk_score37,risk_score38,risk_score39,risk_score40
34.7853785803794,-15.3867237501722,3.0190478874326,-7.33196156321571,3.87457174819556,-3.14433269570993,1.70648556766017,4.91714101177077,-30.0080248207587,6.05797807867541,6.59785991639168,-12.614176993755,0.830308221000039,3.63372103691526,0.782588245958217,5.39881600169227,-2.36282327319286,2.43569207004739,10.8701450285955,-6.01300208377291,3.4774054803795,-11.6619814978086,-2.64843040960583,-5.53637320004044,7.49895970734155,-8.44954945253875,-10.9941274579797,0.500371168964906,-5.99070063473486,-2.2661549890082,-1.43262510836942,4.59423817084123,0.328297987023437,1.5845852761552,-1.16698861842107,1.52490004809342,1.07406603898376,-0.391383603137782,0.443709906309598,-0.501795810179937
-18.0833245034112,58.0500928153028,30.9220604971939,-1.28131715635724,4.17493074495901,-13.6581989154377,-31.1931318901676,-8.29421036647778,-10.3471456198455,-26.9620571194687,2.57392354377789,22.1236436099307,-17.9455577612484,8.0261834882315,-3.04498421017687,8.99147621931374,-6.45428154393508,5.48312706525475,12.2218460244274,4.62213236178973,-7.9994216802161,-1.00249521120196,-2.54060279999029,-2.59728503950637,3.93556041745543,5.16747755634357,5.47162266016598,4.72543698436992,-2.38518138410078,-1.03013209629827,-1.40594231270362,-1.73191552757165,-0.60077307227501,0.766514237513673,-0.145622970637179,1.3382838613844,-0.226735756227411,-0.839650093372699,0.40969736036858,-0.168915347480709
35.7444986107809,1.94245181002331,4.1745426494835,19.3259795780165,1.17792430670474,13.9768295973286,12.6663603931166,-39.5645929347416,17.0238176398294,-21.5155292750274,-5.1548454377589,1.47482967327858,5.45059519470869,-3.54223390051717,1.07622798496122,6.62272045173815,1.54184453349214,-4.31325034397316,-0.866582828322221,-12.2874656374159,-1.74375030479566,-2.95631038117679,4.50329979722307,-4.03111844429208,-5.03950538088241,-6.0066684273873,4.81730500791948,-0.4421069284429,4.01924230495047,-6.9964219727572,-1.26178439929609,2.16586569569662,4.52647919600515,-0.654010106491484,-4.62810640289625,2.88727945445851,1.77321106612438,-0.709237094124834,0.708036378801379,0.159159539883991
31.1762103957699,-72.3746273097747,-13.3164642576089,-10.5933628611846,-2.94928366212655,-19.7999372224276,-5.16849244619541,-26.1426956626823,7.78046626072361,-4.62775222043426,4.46629156302117,1.81030368601018,-2.17643598734663,-3.67100882125819,0.085396789470216,2.25525638531757,-1.16888947906428,14.3452414917927,-0.767760607872216,11.3993818102918,19.972290514889,-2.00919824270007,9.86056103781028,1.17277186065699,0.944574947735026,1.55458203731646,-0.163304574228046,5.43791994857867,1.48927238225202,1.15573878923653,1.36623590457314,1.43369039753744,-1.06785563944013,-1.08133008312843,-0.494396677403192,0.307737763793861,-0.0962027515942997,-0.738979897429445,0.185873787274109,1.39159708767679
-19.3727134072193,86.7464960726504,11.4825606790261,-1.40863107505117,-5.69654836935148,-0.54859635776809,-49.0113569289449,-6.06469833354927,7.88482621000937,8.61028042245725,-15.8240285147486,2.02123838953751,12.243747450727,-23.0414731586388,16.5434025386353,-3.9917525998645,-7.74809538844387,6.40033061181962,2.96650237669419,-5.93158100603262,3.93828960357445,3.57395595870057,-2.11600771578373,6.73148496569305,5.50608723215163,-2.65585076288935,-2.37171806069924,-3.1357178120447,2.46837084996185,-0.106414820278251,1.34895282786286,0.40789311937875,-0.472530012172563,-0.091061009100585,0.0137490391097825,-0.196311164853807,-0.586940023705572,-0.100126378589854,-0.10714399063739,-0.13124615702228
29.9053510740673,25.2987465006022,-14.3370701262056,-10.5424410569978,6.06776289748158,-3.22118419747538,-4.2344495064652,-3.04424777732668,-7.76404081520433,17.4336752376454,-0.497611833144162,-6.37293363058859,8.09773602788829,3.56766992357652,-8.92633558265999,5.16278469093196,-3.05081290990434,-3.63620205919878,1.47134287546328,3.10629013392395,-2.97081991905916,0.653150560508916,9.44130900860376,5.07840417822912,-0.105741534378082,1.06472075751642,3.60219909480335,1.06415484304047,2.16288959776581,0.876045342388523,-2.11340590479655,-0.452930254228223,0.804741406201984,10.8486293124919,-3.2011313867553,-4.33848420888393,2.16126323034605,-3.92121745431108,-1.63012663093302,-3.62806618610384
36.3851652057511,-19.2916987155404,-8.91232619840198,0.765270668017301,-3.93024317108474,-2.8497854471729,-0.81685720643543,-3.78481269686994,-6.28410550105652,-3.8143672048814,2.27271332813144,-13.1600470412166,4.09283159686009,-7.24797354246161,-1.10704469382405,-3.07656990827754,3.58006897615658,0.999708982611093,3.18581419532634,2.67897704993108,1.60371478096862,1.85623339304898,-7.29315063988173,-2.41762611331275,-2.98352423248279,1.59204598210791,-1.46042062148071,-2.78367031465299,0.704784189839689,-3.74560182715805,-4.22552639971979,-11.515057124289,0.326928962724824,-0.608844587372602,4.53406755695061,2.19436685170398,3.67555373112091,-7.47710790553152,-1.16281643828786,2.05528258921283
32.6421354951965,22.5297374100211,-9.0377855168841,-10.1179012236875,4.01415056596315,-2.7432639624385,2.53659102041792,-3.35747599380428,-11.3455073467396,10.8516281228904,8.43553992469969,-9.87947033956985,3.17440574453376,0.5913747383646,-5.83090471652516,3.50807896124712,-2.28189929026516,-6.0977433387591,2.93956902741001,-3.04484214566939,-2.64618558454649,1.32223576033176,5.14902519373052,3.08919423945662,2.60532849489118,1.35925362056813,2.48645788549269,0.557088844483279,1.91953223305563,-1.7092114009404,0.903014822389084,-2.98982574585327,-0.902433956427535,0.553233843002475,0.702867365324809,-1.54755410786435,-3.62589842109665,1.90666958545307,7.60302018027603,8.07339757781835
28.3642425905987,-20.4406430528509,0.730564862663612,-0.755275339415194,-7.91813451663367,-2.38086866299937,-10.7839826421227,5.83949620038947,-29.3814482044619,-9.06771029349029,14.1061606772424,4.77452535134096,-6.73610117173613,-15.3191599226019,15.4099556014959,11.5964177604848,17.5543121508004,2.20546316358519,-16.8284532944884,0.837405120736422,-8.14209576241204,-1.36148400098422,1.52067497089142,7.65619072939462,-2.71610344267058,0.622807730539164,-3.17475570991538,2.93085373452468,-0.983492006648992,-0.232817561359282,-3.27418194525334,0.734292761384793,1.53027108047964,0.122809690578752,-0.453424062137402,-0.651156411626168,-0.845806164335525,0.107319015999395,0.433654906396286,-0.409672300290671
34.8786201887885,-57.9086971173836,-2.64094914005524,-17.0392134392651,1.21908739859788,-12.5361723255763,-7.69000895392589,-5.91745952683767,-8.858021468574,8.65045221179698,-1.31354826221454,-3.45563224833984,5.10964783180188,-3.44681106080575,1.33870054377355,-7.44583695137967,-0.337216762787807,-3.95242606612956,-2.03996549580275,-7.96567381915778,2.77928019697209,-2.93295060347138,-11.353709449276,-0.216323115017908,1.20391651158151,-4.14577882882755,15.6634883768259,7.56176349321202,-3.04876578499828,7.33709540686006,-3.77064672406869,0.727405471241327,-0.612748382297372,0.109909687277645,0.192267719710625,0.0771476600568763,-1.13825051298535,0.847146944039498,-1.18461985161143,0.102489278218069
